hash	citation	verified	new_hash	author	title	URL	DOI	year	reference_count	is_referenced_by_count
('Call for Papers', 2003.0)	Dunkars, M. (2003). Matching of datasets, ScanGIS'2003 - The 9th Scandinavian Research Conference on Geographical Information Science, Espoo, Finland, June 4-6, 2003, http://www.scangis.org/ scangis2003/papers/19.pdf (accessed on 2009-07-27)	1	('Matching of datasets', 2003)	M Dunkars	Matching of datasets	http://dx.doi.org/10.1016/s0956-5221(03)00022-8	10.1016/s0956-5221(03)00022-8	2003		
('Sixth international conference on pattern recognition, Munich, Germany, 19–22 October 1982', 1981.0)	R. Bajscy Matching of deformed images Proc. 6th Int. Conf. on Pattern Recognition, Munich, Germany (1982), pp. 351-353	1	('Matching of deformed images', 1982)	R Bajscy	Matching of deformed images	http://dx.doi.org/10.1016/0031-3203(81)90006-6	10.1016/0031-3203(81)90006-6	1982		
('Matching of road data with different scales for updating', 2007.0)	LÃ¼scher, P., Burghardt, D. & Weibel, R. (2007). Matching road data of scales with an order of magnitude difference, CD-Proc. of the XXIII International Cartographic Conference (ICC), Incremental Updating and Versioning of Spatial Data, Moscow, Russia, August 4-10, 2007	1	('Matching road data of scales with an order of magnitude difference', 2007)	P Lascher and D Burghardt and R Weibel	Matching road data of scales with an order of magnitude difference	http://dx.doi.org/10.1117/12.761373	10.1117/12.761373	2007		
('An Algorithm for Icon Labelling on a Real-Time Map', 'None')	Stigmar, H. (2005). Matching Route Data and Topographic Data in a Real-Time Environment, 10th Scandinavian Research Conference on Geographical Information Science, June 13-15, 2005, Stockholm, http://www.scangis.org/scangis2005/papers/stigmar.pdf (accessed on 2009-07-28)	1	('Matching Route Data and Topographic Data in a Real-Time Environment', 2005)	Hanna Stigmar	Matching Route Data and Topographic Data in a Real-Time Environment	http://dx.doi.org/10.1007/3-540-26772-7_38	10.1007/3-540-26772-7_38	2005		
('Index of Symbols', 1986.0)	L. Lovasz, M. D. Plummer, Matching theory , North-Holland Mathematics Studies, Vol. 121, North-Holland Publishing Co., Amsterdam, 1986xxvii+544, the Netherlands	1	('Matching theory', 1986)	L Lovasz and M D Plummer	Matching theory	http://dx.doi.org/10.1016/s0304-0208(08)73651-x	10.1016/s0304-0208(08)73651-x	1986		
('M. Knor, R. Skrekovski, A. Tepeh, Mathematical aspects of Balaban index, Ë‡ MATCH Commun. Math. Comput. Chem. 79 (2018) 685â€“716.', 'CITATION ONLY')	M. Knor, R. Skrekovski, A. Tepeh, Mathematical aspects of Balaban index, Ë‡ MATCH Commun. Math. Comput. Chem. 79 (2018) 685â€“716.	1	('Mathematical aspects of Balaban index', 2018)	Martin Knor and Riste Skrekovski and Aleksandra Tepeh	Mathematical aspects of Balaban index	http://dx.doi.org/10.5592/co/ccd.2016.03	10.5592/co/ccd.2016.03	2018		
('Irregularity of molecular graphs', 2016.0)	Li, X., Gutman, I.: "Mathematical aspects of RandicÂ´-Type molecular structure descriptors", in "Mathematical chemistry monographs" (University of Kragujevac and Faculty of Science Kragujevac, 2006)	1	('Mathematical aspects of RandicÂ´-Type molecular structure descriptors', 2006)	Ivan Gutman and X Li	Mathematical aspects of RandicÂ´-Type molecular structure descriptors	http://dx.doi.org/10.5937/kgjsci1638071g	10.5937/kgjsci1638071g	2006		
('X. Li, I. Gutman, Mathematical Aspects of RandiÂ´câ€“Type Molecular Structure Descriptors, Univ. Kragujevac, Kragujevac, 2006.', 'CITATION ONLY')	X. Li, I. Gutman, Mathematical Aspects of RandiÂ´câ€“Type Molecular Structure Descriptors, Univ. Kragujevac, Kragujevac, 2006.	1	('Mathematical aspects of RandicÂ´-Type molecular structure descriptors', 2006)	Ivan Gutman and X Li	Mathematical aspects of RandicÂ´-Type molecular structure descriptors	http://dx.doi.org/10.5937/kgjsci1638071g	10.5937/kgjsci1638071g	2006		
('Adaptive regularized image restoration using the theory of convex projections', 1987.0)	D.C. Youla, "Mathematical Theory of Image Restoration by the Method of Convex Projections", Image Recovery: Theory and Applications, 1987.	1	('Mathematical Theory of Image Restoration by the Method of Convex Projections', 1987)	D C Youla	Mathematical Theory of Image Restoration by the Method of Convex Projections	http://dx.doi.org/10.1109/cdc.1987.272603	10.1109/cdc.1987.272603	1987		
('On mathematics, imagination & the beauty of numbers', 2005.0)	J. Kemeny. Mathematics without numbers. Daedalus, 88:577â€“591, 1959.	1	('Mathematics without numbers', 1959)	J Kemeny	Mathematics without numbers	http://dx.doi.org/10.1162/0011526053887365	10.1162/0011526053887365	1959		
('Computer program for finding all possible cycles in graphs', 1985.0)	W. Fang, Y. Gao, Y. Shao, W. Gao, G. Jing, Z. Li, Maximum Balaban index and sumâ€“Balaban index of bicyclic graphs, MATCH Commun. Math. Comput. Chem. 75 (2016) 129â€“156.	1	('Maximum Balaban index and sumâ€“Balaban index of bicyclic graphs', 2016)	W Fang and Y Gao and Y Shao and W Gao and G Zing and Z Li	Maximum Balaban index and sumâ€“Balaban index of bicyclic graphs	http://dx.doi.org/10.1002/jcc.540060409	10.1002/jcc.540060409	2016		
('Tricyclic graphs with maximum Merrifield–Simmons index', 2010.0)	W. Fang, H. Yu, Y. Gao, X. Li, G. Jing, Z. Li, Maximum Balaban index and sumBalaban index of tricyclic graphs, MATCH Commun. Math. Comput. Chem. 79 (2018) 717â€“742.	1	('Maximum Balaban index and sumâ€“Balaban index of tricyclic graphs', 2016)	W Fang and Y Gao and Y Shao and W Gao and G Zing and Z Li	Maximum Balaban index and sumâ€“Balaban index of tricyclic graphs	http://dx.doi.org/10.1002/jcc.540060409	10.1002/jcc.540060409	2016		
('Matching of Chemical and Biological Structures Using Subgraph and Maximal Common Subgraph Isomorphism Algorithms', 1999.0)	Raymond JW, Willett P (2002) Maximum common subgraph isomorphism algorithms for the matching of chemical structures. J Comput Aided Mol Des 16(7):521â€“533	1	('Maximum common subgraph isomorphism algorithms for the matching of chemical structures', 2002)	Peter Willett and J W Raymond	Maximum common subgraph isomorphism algorithms for the matching of chemical structures	http://dx.doi.org/10.1007/978-1-4612-1480-9_3	10.1007/978-1-4612-1480-9_3	2002		
('Raymond, J. M.; Willett. P. Maximum Common Subgraph Isomorphism Algorithms for the Matching of Chemical Structures. J. Comput.-Aided Mol. Des. 2002, 16, 521-533.', 'CITATION ONLY')	Raymond, J. M.; Willett. P. Maximum Common Subgraph Isomorphism Algorithms for the Matching of Chemical Structures. J. Comput.-Aided Mol. Des. 2002, 16, 521-533.	1	('Maximum common subgraph isomorphism algorithms for the matching of chemical structures', 2002)	Peter Willett and J W Raymond	Maximum common subgraph isomorphism algorithms for the matching of chemical structures	http://dx.doi.org/10.1007/978-1-4612-1480-9_3	10.1007/978-1-4612-1480-9_3	2002		
('A. P. Dempster, N. M. Laird and D. B. Rubin, Maximum-likelihood from incomplete data via the EM algorithm, J. Roy. Stat. Soc. Series B39 (1977) 1â€“38.', 'CITATION ONLY')	A. P. Dempster, N. M. Laird and D. B. Rubin, Maximum-likelihood from incomplete data via the EM algorithm, J. Roy. Stat. Soc. Series B39 (1977) 1â€“38.	1	('Maximum-likelihood from incomplete data via the EM algorithm', 1977)	A P Dempster and N M Laird and D B Rubin	Maximum-likelihood from incomplete data via the EM algorithm	http://dx.doi.org/10.1007/s11222-017-9782-2	10.1007/s11222-017-9782-2	1977		
('Maximum likelihood estimation for incomplete multinomial data via the weaver algorithm', 2017.0)	Dempster AP, Laird NM, Rubin DB (1977) Maximum likelihood from incomplete data via the EM algorithm. J R Stat Soc Ser B 39(1):1â€“38	1	('Maximum-likelihood from incomplete data via the EM algorithm', 1977)	A P Dempster and N M Laird and D B Rubin	Maximum-likelihood from incomplete data via the EM algorithm	http://dx.doi.org/10.1007/s11222-017-9782-2	10.1007/s11222-017-9782-2	1977		
('D. Gernert, Measuring the similarity of complex structures by means of graph grammars, Bull. EATCS 7 (1979) 3–9.', 'CITATION ONLY')	D. Gernert, Measuring the similarity of complex structures by means of graph grammars, Bull. EATCS 7 (1979) 3–9.	1	('Measuring the similarity of complex structures by means of graph grammars', 1979)	Dieter Gernert	Measuring the similarity of complex structures by means of graph grammars	http://dx.doi.org/10.1016/s0303-2647(97)00037-3	10.1016/s0303-2647(97)00037-3	1979		
('Gernert, D.: "Measuring the similarity of complex structures by means of graph grammars", Bull. EATCS, 1979, 7, pp. 3â€“ 9', 'CITATION ONLY')	Gernert, D.: "Measuring the similarity of complex structures by means of graph grammars", Bull. EATCS, 1979, 7, pp. 3â€“ 9	1	('Measuring the similarity of complex structures by means of graph grammars', 1979)	Dieter Gernert	Measuring the similarity of complex structures by means of graph grammars	http://dx.doi.org/10.1016/s0303-2647(97)00037-3	10.1016/s0303-2647(97)00037-3	1979		
('Application to shallow parsing', 'None')	W. Daelemans, S. Buchholz, and J. Veenstra.: Memory-Based Shallow Parsing. In Proceedings of EMNLP/VLC-99, pages 239â€“246, University of Maryland, USA, June 1999	1	('Memory-Based Shallow Parsing', 1999)	Walter Daelemans and Antal van den Bosch and J Veenstra	Memory-Based Shallow Parsing	http://dx.doi.org/10.1017/cbo9780511486579.006	10.1017/cbo9780511486579.006	1999		
('Tun K, Dhar P, Palumbo M, Giuliani A (2006) Metabolic pathways variability and sequence/networks comparisons. BMC Bioinf 7(1):24. doi: 10.1186/1471-2105-7-24. http://www.biomedcentral.com/1471-2105/7/24', 'CITATION ONLY')	Tun K, Dhar P, Palumbo M, Giuliani A (2006) Metabolic pathways variability and sequence/networks comparisons. BMC Bioinf 7(1):24. doi: 10.1186/1471-2105-7-24. http://www.biomedcentral.com/1471-2105/7/24	1	('Metabolic pathways variability and sequence/networks comparisons', 2006)	Kyaw Tun and PawanK Dhar and Maria Palumbo and Alessandro Giuliani	Metabolic pathways variability and sequence/networks comparisons	http://dx.doi.org/10.1186/1471-2105-7-24	10.1186/1471-2105-7-24	2006		
('Priyadarshi, S.: Metamorphic detection via emulation. Masterâ€™s report, Department of Computer Science, San Jose State University. http://www.cs.sjsu.edu/faculty/stamp/students/priyadarshi_sushant.pdf (2011)', 'CITATION ONLY')	Priyadarshi, S.: Metamorphic detection via emulation. Masterâ€™s report, Department of Computer Science, San Jose State University. http://www.cs.sjsu.edu/faculty/stamp/students/priyadarshi_sushant.pdf (2011)	1	('Metamorphic detection via emulation', 2011)	S Priyadarshi	Metamorphic detection via emulation	None	None	2011		
('Frequent sub-graph mining for intelligent malware detection', 2014.0)	Eskandari, M., Hashemi, S.: Metamorphic malware detection using control flow graph mining. Int. J. Comput. Sci. Network Secur. 11(12), 1â€“6 (2011). http://paper.ijcsns.org/07_book/201112/20111201.pdf	1	('Metamorphic malware detection using control flow graph mining', 2011)	Mojtaba Eskandari and S Hashemi	Metamorphic malware detection using control flow graph mining	http://dx.doi.org/10.1002/sec.902	10.1002/sec.902	2011		
('A Virus Detection Framework based on SPMOS', 2008.0)	Konstantinou, E.: Metamorphic Virus: Analysis and Detection. http://www.ma.rhul.ac.uk/static/techrep/2008/RHUL-MA-2008-02.pdf (2008)	1	('Metamorphic Virus: Analysis and Detection', 2008)	E Konstantinou	Metamorphic Virus: Analysis and Detection	http://dx.doi.org/10.1109/icess.2008.93	10.1109/icess.2008.93	2008		
('Meselson-Radding Model Of Recombination (1975 Proc Natl Acad Sci USA 72:358)', 'None')	Karlin, S. & Altschul, S. F. (1990) Proc. Natl. Acad. Sci. USA 87, 2264â€“2268.	1	('Methods for assessing the statistical significance of molecular sequence features by using general scoring schemes', 1990)	S Karlin and S F Altschul	Methods for assessing the statistical significance of molecular sequence features by using general scoring schemes	http://dx.doi.org/10.1007/springerreference_100598	10.1007/springerreference_100598	1990		
('Isometries of CAT(0) Spaces', 1999.0)	M. R. Bridson and A. Haefliger, Metric Spaces of Non-positive Curvature, vol. 319. Springer Science & Business Media, 2013.	1	('Metric Spaces of Non-positive Curvature', 2013)	Martin R. Bridson and André Haefliger	Metric Spaces of Non-positive Curvature	http://dx.doi.org/10.1007/978-3-662-12494-9_14	10.1007/978-3-662-12494-9_14	2013		
('None', 1969.0)	Skorobogatov VA, Dobrynin AA: Metrical Analysis of Graphs. Commun Math Comp Chem 1988, 23:105-155.	1	('Metrical analysis of graphs', 1988)	V A Skorobogatov and A A Dobrynin	Metrical analysis of graphs	http://dx.doi.org/10.1021/ac00154a701	10.1021/ac00154a701	1988		
('HEWLETT PACKARD', 1988.0)	Skorobogatov, V.A., Dobrynin, A.A.: "Metrical analysis of graphs", Commun. Math. Comp. Chem., 1988, 23, pp. 105â€“155	1	('Metrical analysis of graphs', 1988)	V A Skorobogatov and A A Dobrynin	Metrical analysis of graphs	http://dx.doi.org/10.1021/ac00154a701	10.1021/ac00154a701	1988		
('Social Capital and Information TechnologyHuysmanMarleenWulfVolker, eds. Cambridge, MA: MIT Press, 2004. 424 pp. $40.00.', 2005.0)	J.S. de Bonet, C.L. Isbell, P. Viola MIMIC: finding optima by estimating probability densities M.C. Mozer, M.I. Jordan, T. Petsche (Eds.), Advances in Neural Information Processing Systems, vol. 9, The MIT Press, Cambridge, MA (1997), pp. 424-431	1	('MIMIC: finding optima by estimating probability densities', 1997)	J S de Bonet and C L Isbell and P Viola	MIMIC: finding optima by estimating probability densities	http://dx.doi.org/10.2189/asqu.2005.50.2.308	10.2189/asqu.2005.50.2.308	1997		
('Introduction', 2006.0)	Cook D, Holder LB: Mining Graph Data Wiley-Interscience; 2007.	1	('Mining Graph Data', 2007)	Lawrence B. Holder and Diane J. Cook	Mining Graph Data	http://dx.doi.org/10.1002/9780470073049.ch1	10.1002/9780470073049.ch1	2007		
('Mining entity translations from comparable corpora', 2011.0)	Gae-won You , Seung-won Hwang , Young-In Song , Long Jiang , Zaiqing Nie, Mining name translations from entity graph mapping, Proceedings of the 2010 Conference on Empirical Methods in Natural Language Processing, p.430-439, October 09-11, 2010, Cambridge, Massachusetts	1	('Mining name translations from entity graph mapping', 2010)	Gae-won You and Seung-won Hwang and Young-In Song and Long Jiang and Zaiqing Nie	Mining name translations from entity graph mapping	http://dx.doi.org/10.1145/2063576.2063764	10.1145/2063576.2063764	2010		
('Yawat', 2008.0)	Lin, D., Zhao, S., Durme, B. V., and Pasca, M. 2008. Mining parenthetical translations from the web by word alignment. In Proceedings of the 46th Annual Meeting of the Association for Computational Linguistics (ACLâ€™08). Association for Computational Linguistics, 994--1002.	1	('Mining parenthetical translations from the web by word alignment', 2008)	D Lin and S Zhao and B V Durme and M Pasca	Mining parenthetical translations from the web by word alignment	http://dx.doi.org/10.3115/1564144.1564150	10.3115/1564144.1564150	2008		
('Zhu, F., Qu, Q., Lo, D., Yan, X., Han, J., Yu, P.S.: Mining top-k large structural patterns in a massive network. PVLDB 4(11), 807â€“818 (2011)', 'CITATION ONLY')	Zhu, F., Qu, Q., Lo, D., Yan, X., Han, J., Yu, P.S.: Mining top-k large structural patterns in a massive network. PVLDB 4(11), 807â€“818 (2011)	1	('Mining top-k large structural patterns in a massive network', 2011)	Q Qu and D Lo and Xifeng Yan and Feida Zhu and Jiawei Han	Mining top-k large structural patterns in a massive network	http://dx.doi.org/10.1109/icdm.2007.36	10.1109/icdm.2007.36	2011		
('A mixed-data numerical approach to angiosperm taxonomy: the classification of Ericales', 1967.0)	G. N. Lance and W. T. Williams. Mixed-data classifi- catory programs I â€“ Agglomerative systems. Australian Computer J., 1(1):15â€“20, 1967.	1	('Mixed-data classifi- catory programs I â€“ Agglomerative systems', 1967)	W. T. WILLIAMS and G. N. LANCE	Mixed-data classifi- catory programs I â€“ Agglomerative systems	http://dx.doi.org/10.1111/j.1095-8312.1967.tb00960.x	10.1111/j.1095-8312.1967.tb00960.x	1967		
('Image matching techniques for vision-based indoor navigation systems: a 3D map-based approach1', 2014.0)	H. S. Baird, Model-Based Image Matching Using Location, MA, Cambridge:M.I.T. Press, 1985.	1	('Model-Based Image Matching Using Location', 1985)	H S Baird	Model-Based Image Matching Using Location	http://dx.doi.org/10.1080/17489725.2013.837201	10.1080/17489725.2013.837201	1985		
('A. Perchant, C. Boeres, I. Bloch, M. Roux and C. Ribeiro, Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm, in Proc. 2nd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 61â€“70.', 'CITATION ONLY')	A. Perchant, C. Boeres, I. Bloch, M. Roux and C. Ribeiro, Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm, in Proc. 2nd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 1999, pp. 61â€“70.	1	('Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm', 1999)	A. Perchant and I. Bloch and C Boeres and M Roux and C Ribeiro	Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm	http://dx.doi.org/10.1109/icpr.2000.906253	10.1109/icpr.2000.906253	1999		
('Graph fuzzy homomorphism interpreted as fuzzy association graphs', 'None')	A. Perchant, C. Boeres, I. Bloch, M. Roux, C. Ribeiro, Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm, in: GbRâ€™99 Second International Workshop on Graph-Based Representations in Pattern Recognition, Castle of Haindorf, Austria, 1999, pp. 61â€“70.	1	('Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm', 1999)	A. Perchant and I. Bloch and C Boeres and M Roux and C Ribeiro	Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm	http://dx.doi.org/10.1109/icpr.2000.906253	10.1109/icpr.2000.906253	1999		
('Perchant, A., Boeres, C., Bloch, I., Roux, M., Ribeiro, C.C.: Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm. In: 2nd IAPR-TC-15 Workshop on Graph-based Representations, pp. 61â€“70 (1999)', 'CITATION ONLY')	Perchant, A., Boeres, C., Bloch, I., Roux, M., Ribeiro, C.C.: Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm. In: 2nd IAPR-TC-15 Workshop on Graph-based Representations, pp. 61â€“70 (1999)	1	('Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm', 1999)	A. Perchant and I. Bloch and C Boeres and M Roux and C Ribeiro	Model-based scene recognition using graph fuzzy homomorphism solved by genetic algorithm	http://dx.doi.org/10.1109/icpr.2000.906253	10.1109/icpr.2000.906253	1999		
('Suthram, S., Shlomi, T., Ruppin, E., Sharan, R. & Ideker, T. in Proceedings of the First Annual RECOMB Systems Biology Workshop, vol. 1 (2005).', 'CITATION ONLY')	Suthram, S., Shlomi, T., Ruppin, E., Sharan, R. & Ideker, T. in Proceedings of the First Annual RECOMB Systems Biology Workshop, vol. 1 (2005).	1	('Modeling cellular machinery through biological network comparison', 2005)	Silpa Suthram and Tomer Shlomi and Eytan Ruppin and Roded Sharan and Trey Ideker	Modeling cellular machinery through biological network comparison	http://dx.doi.org/10.1186/1471-2105-7-360	10.1186/1471-2105-7-360	2005		
('Persistent Homology of Delay Embeddings and its Application to Wheeze Detection', 2014.0)	M. Bampasidou and T. Gentimis. Modeling collaborations with persistent homology. CoRR, abs/1403.5346, 2014.	1	('Modeling collaborations with persistent homology', 2014)	M Bampasidou and T Gentimis	Modeling collaborations with persistent homology	http://dx.doi.org/10.1109/lsp.2014.2305700	10.1109/lsp.2014.2305700	2014		
('Comparison of single gene and module-based methods for modeling gene regulatory networks', 2018.0)	Ho, J.W.K., and Charleston, M.A. 2007. Modeling the Evolution of Gene Regulatory Networks. In The Eighth International Conference on Systems Biology, pages 2â€“4.	1	('Modeling the Evolution of Gene Regulatory Networks', 2007)	J W K Ho and M A Charleston	Modeling the Evolution of Gene Regulatory Networks	http://dx.doi.org/10.1101/307884	10.1101/307884	2007		
('A. Oliva and A. Torralba, â€œModeling the shape of the scene: A holistic representation of the spatial envelope,â€\\x9d International Journal of Computer Vision, vol. 42, no. 3, pp. 145â€“175, 2001.', 'CITATION ONLY')	A. Oliva and A. Torralba, â€œModeling the shape of the scene: A holistic representation of the spatial envelope,â€\x9d International Journal of Computer Vision, vol. 42, no. 3, pp. 145â€“175, 2001.	1	('Modeling the shape of the scene: A holistic representation of the spatial envelope', 2001)	Aude Oliva and Antonio Torralba	Modeling the shape of the scene: A holistic representation of the spatial envelope	http://dx.doi.org/10.1023/a:1011139631724	10.1023/a:1011139631724	2001		
