hash	citation	verified	new_hash	author	title	URL	DOI	year	reference_count	is_referenced_by_count
('Quantum Information Processing', 2004.0)	S. Dasgupta, C.H. Papadimitriou, U. Vazirani, Algorithms., 2008.	1	('Algorithms', 2008)	S Dasgupta and Christos Papadimitriou and U Vazirani	Algorithms	http://dx.doi.org/10.21236/ada428699	10.21236/ada428699	2008		
('S. Bradde, A. Braunstein, H. Mahmoudi, F. Tria, M. Weigt, R. Zecchina, "Aligning graphs and finding substructures by message passing", arXiv, vol. 0905, no. 1893, 2009.', 'CITATION ONLY')	S. Bradde, A. Braunstein, H. Mahmoudi, F. Tria, M. Weigt, R. Zecchina, "Aligning graphs and finding substructures by message passing", arXiv, vol. 0905, no. 1893, 2009.	1	('Aligning graphs and finding substructures by message passing', 2009)	S. Bradde and A. Braunstein and H. Mahmoudi and F. Tria and M. Weigt and R. Zecchina	Aligning graphs and finding substructures by message passing	http://dx.doi.org/10.1209/0295-5075/89/37009	10.1209/0295-5075/89/37009	2009		
('Conference Organization', 2014.0)	Milner R (1971) An algebraic definition of simulation between programs. Proceedings of the 2Nd International Joint Conference on Artificial Intelligence, IJCAIâ€™71. Morgan Kaufmann Publishers, San Francisco, pp 481â€“489	1	('An algebraic definition of simulation between programs', 1971)	R Milner	An algebraic definition of simulation between programs	http://dx.doi.org/10.1109/aims.2014.5	10.1109/aims.2014.5	1971		
('Inhalt Vol.1, 1984', 1984.0)	M. You, A. K. C. Wong, "An algorithm for graph optimal isomorphism", ?roc. 1984 ICPR, pp. 316-319, 1984.	1	('An algorithm for graph optimal isomorphism', 1984)	M You and A K C Wong	An algorithm for graph optimal isomorphism	http://dx.doi.org/10.1159/000456755	10.1159/000456755	1984		
('M. You, A. K. C. Wong, "An algorithm for graph optimal isomorphism", ?roc. ICPR, pp. 316-319, 1984.', 'CITATION ONLY')	M. You, A. K. C. Wong, "An algorithm for graph optimal isomorphism", ?roc. ICPR, pp. 316-319, 1984.	1	('An algorithm for graph optimal isomorphism', 1984)	M You and A K C Wong	An algorithm for graph optimal isomorphism	http://dx.doi.org/10.1159/000456755	10.1159/000456755	1984		
('Regular line-symmetric graphs', 1967.0)	LEMPEL, A, EVEN S, AND CEDERBAUM, I An algorithm for plananty testmg of graphs Proc Int Symp Theory of Graphs, Rome, July 1966, P Rosenstlehl, Ed., Gordon and Breach, New York, 1967, pp 215-232	1	('An algorithm for planarity testing of graphs', 1966)	A Lempel and S Even and I Cederbaum	An algorithm for planarity testing of graphs	http://dx.doi.org/10.1016/s0021-9800(67)80069-3	10.1016/s0021-9800(67)80069-3	1967		
('Newtons Ansichten über Zeit, Raum und Bewegung', 1964.0)	Ullman, J. R. (1976). J. Assoc. Comput. Mach. 23, 31-42.	1	('An algorithm for subgraph isomorphism', 1976)	J R Ullmann	An algorithm for subgraph isomorphism	http://dx.doi.org/10.1007/978-3-7091-8112-6_7	10.1007/978-3-7091-8112-6_7	1976		
('A New Algorithm for Graph Monomorphism Based on the Projections of the Product Graph', 1986.0)	Wong, A.K.C., Akinniyi, F.A., 1983. An algorithm for the largest common subgraph isomorphism using the implicit net. In: Proc. Int. Conf. Systems, Man Cybernet., IEEE, pp. 197–201	1	('An algorithm for the largest common subgraph isomorphism using the implicit net', 1983)	Folorunso Akinniyi and Andrew C. Wong	An algorithm for the largest common subgraph isomorphism using the implicit net	http://dx.doi.org/10.1109/tsmc.1986.289319	10.1109/tsmc.1986.289319	1983		
('K. Millard An approach to the automatic retrieval of latent fingerprints Proc. 1975 Carnahan Conf. on Crime Countermeasures, Univ. of Kentucky, Lexington, Kentucky (1975), pp. 45-51', 'CITATION ONLY')	K. Millard An approach to the automatic retrieval of latent fingerprints Proc. 1975 Carnahan Conf. on Crime Countermeasures, Univ. of Kentucky, Lexington, Kentucky (1975), pp. 45-51	1	('An approach to the automatic retrieval of latent fingerprints', 1975)	K Millard	An approach to the automatic retrieval of latent fingerprints	http://dx.doi.org/10.2172/6376001	10.2172/6376001	1975		
('Lewis\xa0 Pyenson (Editor). Elegance, Beauty, and Truth. Lafayette: University of Louisiana at Lafayette, 2001.', 2002.0)	Kapoor, A.: An approach towards disassembly of malicious binaries. Masterâ€™s thesis, University of Louisiana at Lafayette (2004)	1	('An approach towards disassembly of malicious binaries', 2004)	A Kapoor	An approach towards disassembly of malicious binaries	http://dx.doi.org/10.1086/343361	10.1086/343361	2004		
('24th European Summer School on Logic, Language and Information (ESSLLI 2012), Opole University, Opole, Poland, August 6—17, 2012', 2013.0)	Paleo, B.W. (2007). An approximate gazetteer for GATE based on levenshtein distance, Student Section of the European Summer School in Logic, Language and Information (ESSLLI), http://www.logic.at/people/bruno/Papers/2007-GATE-ESSLLI.pdf, (accessed on 2009-07-27).	1	('An approximate gazetteer for GATE based on levenshtein distance', 2007)	B. W. Paleo	An approximate gazetteer for GATE based on levenshtein distance	None	None	2007		
('Atom–bond connectivity and the energetic of branched alkanes', 2008.0)	E. Estrada, L. Torres, L. RodrÂ´Ä±guez, I. Gutman, An atom-bond connectivity index: modelling the enthalpy of formation of alkanes, Indian J. Chem. 37A (1998) 849â€“ 855.	1	('An atom-bond connectivity index: modelling the enthalpy of formation of alkanes', 1998)	E Estrada and L Torres and L Rodriguez and I Gutman	An atom-bond connectivity index: modelling the enthalpy of formation of alkanes	http://dx.doi.org/10.1016/j.cplett.2008.08.074	10.1016/j.cplett.2008.08.074	1998		
('T.K. Lindh, F.A. Ford, N.A. Boudreaux An automated fingerprint retrieval system Proc. 1981 Carnahan Conf. on Crime Countermeasures, Univ. of Kentucky, Lexington, Kentucky (1981), pp. 71-75', 'CITATION ONLY')	T.K. Lindh, F.A. Ford, N.A. Boudreaux An automated fingerprint retrieval system Proc. 1981 Carnahan Conf. on Crime Countermeasures, Univ. of Kentucky, Lexington, Kentucky (1981), pp. 71-75	1	('An automated fingerprint retrieval system', 1981)	T K Lindh and F A Ford and N A Boudreaux	An automated fingerprint retrieval system	http://dx.doi.org/10.2172/6376001	10.2172/6376001	1981		
('Bader, G., Hogue, C.: "An automated method for finding molecular complexes in large protein interaction networks", BMC Bioinf., 2003, 4, (1), p. 2', 'CITATION ONLY')	Bader, G., Hogue, C.: "An automated method for finding molecular complexes in large protein interaction networks", BMC Bioinf., 2003, 4, (1), p. 2	1	('An automated method for finding molecular complexes in large protein interaction networks', 2003)	Gary D Bader and Christopher WV Hogue	An automated method for finding molecular complexes in large protein interaction networks	http://dx.doi.org/10.1186/1471-2105-4-2	10.1186/1471-2105-4-2	2003		
('An Experimental Input System of Hand-Drawn Logic Circuit Diagram for LSI CAD', 1979.0)	M Ishii, M Iwasaki, T Yamashita An automatic input system of logic circuit diagrams for CAD Proc. Conf. on CAD and Manufacture of Electronic Components, Circuits and Systems (1979), pp. 123-126	1	('An automatic input system of logic circuit diagrams for CAD', 1979)	M. Ishii and M. Yamamoto and M. Iwasaki	An automatic input system of logic circuit diagrams for CAD	http://dx.doi.org/10.1109/dac.1979.1600097	10.1109/dac.1979.1600097	1979		
('Efficient Algorithms for Layer Assignment Problem', 1987.0)	S. Yamada, T. Hasai An efficient algorithm for planner assignment problem Int. Symp. on Circuits and Systems (1987), pp. 284-287	1	('An efficient algorithm for planner assignment problem', 1987)	K.C. Chang and D.H.-C. Du	An efficient algorithm for planner assignment problem	http://dx.doi.org/10.1109/tcad.1987.1270247	10.1109/tcad.1987.1270247	1987		
('A 25-nm gate-length FinFET transistor module for 32nm node', 2009.0)	Ming-Han Feng, Kuan-Hou Chan, Huan-Yuan Chen, Ming-Feng Tsai, Mi-Yen Yeh, and Shou-De Lin. 2016. An Efficient Solution to Reinforce Paper Ranking using Author / Venue / Citation Information. In WSDM Cup.	1	('An Efficient Solution to Reinforce Paper Ranking using Author / Venue / Citation Information', 2016)	None	An Efficient Solution to Reinforce Paper Ranking using Author / Venue / Citation Information	None	None	2016		
('MAPPING AND ANALYSIS OF THE HUMAN INTERACTOME NETWORK', 2007.0)	Venkatesan K, et al. An empirical framework for binary interactome mapping, Nat. Methods , 2009, vol. 6 (pg. 83-90	1	('An empirical framework for binary interactome mapping', 2009)	Kavitha Venkatesan	An empirical framework for binary interactome mapping	http://dx.doi.org/10.1142/9781860948732_0005	10.1142/9781860948732_0005	2009		
('Mazurie A,  Bottani S,  Vergassola M. An evolutionary and functional assessment of regulatory network motifs, Genome Biol , 2005, vol. 6 pg. R35', 'CITATION ONLY')	Mazurie A,  Bottani S,  Vergassola M. An evolutionary and functional assessment of regulatory network motifs, Genome Biol , 2005, vol. 6 pg. R35	1	('An evolutionary and functional assessment of regulatory network motifs', 2005)	Aurélien Mazurie and Samuel Bottani and Massimo Vergassola	An evolutionary and functional assessment of regulatory network motifs	http://dx.doi.org/10.1186/gb-2005-6-4-r35	10.1186/gb-2005-6-4-r35	2005		
('Cordella, L.P., Foggia, P., Sansone, C., Vento, M.: An improved algorithm for matching large graphs. In: 3rd IAPR-TC15 Workshop on Graph-based Representations in Pattern Recognition, pp. 149â€“159. Cuen (2001)', 'CITATION ONLY')	Cordella, L.P., Foggia, P., Sansone, C., Vento, M.: An improved algorithm for matching large graphs. In: 3rd IAPR-TC15 Workshop on Graph-based Representations in Pattern Recognition, pp. 149â€“159. Cuen (2001)	1	('An improved algorithm for matching large graphs', 2001)	L. P. Cordella and P. Foggia and C. Sansone and M. Vento	An improved algorithm for matching large graphs	http://dx.doi.org/10.1007/978-3-7091-6487-7_5	10.1007/978-3-7091-6487-7_5	2001		
('L. P. Cordella, P. Foggia, C. Sansone and M. Vento, An improved algorithm for matching large graphs, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 2001, pp. 149â€“159.', 'CITATION ONLY')	L. P. Cordella, P. Foggia, C. Sansone and M. Vento, An improved algorithm for matching large graphs, in Proc. 3rd IAPR-TC15 Workshop Graph-Based Representations in Pattern Recognition, 2001, pp. 149â€“159.	1	('An improved algorithm for matching large graphs', 2001)	L. P. Cordella and P. Foggia and C. Sansone and M. Vento	An improved algorithm for matching large graphs	http://dx.doi.org/10.1007/978-3-7091-6487-7_5	10.1007/978-3-7091-6487-7_5	2001		
('L. P. Cordella, P. Foggia, C. Sansone, and M. Vento, â€œAn improved algorithm for matching large graphs,â€\\x9d in Proceedings of the 3rd IAPR-TC15 workshop on graph-based representations in pattern recognition, pp. 149â€“159, May 2001.', 'CITATION ONLY')	L. P. Cordella, P. Foggia, C. Sansone, and M. Vento, â€œAn improved algorithm for matching large graphs,â€\x9d in Proceedings of the 3rd IAPR-TC15 workshop on graph-based representations in pattern recognition, pp. 149â€“159, May 2001.	1	('An improved algorithm for matching large graphs', 2001)	L. P. Cordella and P. Foggia and C. Sansone and M. Vento	An improved algorithm for matching large graphs	http://dx.doi.org/10.1007/978-3-7091-6487-7_5	10.1007/978-3-7091-6487-7_5	2001		
('Semantic and logical inference model for textual entailment', 2007.0)	de Salvo Braz, R.; Girju, R.; Punyakanok, V.; Roth, D.; and Sammons, M. 2005. An inference model for semantic entailment in natural language. In Proceedings of the First PASCAL Challenge Workshop on Recognizing Textual Entailment, 29â€“32.	1	('An inference model for semantic entailment in natural language', 2005)	R de Salve Braz and R Girju and V Punyakanok and D Roth and M Sammons	An inference model for semantic entailment in natural language	http://dx.doi.org/10.3115/1654536.1654558	10.3115/1654536.1654558	2005		
('M. Leordeanu, M. Hebert, and R. Sukthankar. An integer projected fixed point method for graph matching and MAP inference. In NIPS, 2009.', 'CITATION ONLY')	M. Leordeanu, M. Hebert, and R. Sukthankar. An integer projected fixed point method for graph matching and MAP inference. In NIPS, 2009.	1	('An Integer Projected Fixed Point Method for Graph Matching and MAP Inference', 2009)	Marius Leordeanu and Martial Hebert and Rahul Sukthankar	An Integer Projected Fixed Point Method for Graph Matching and MAP Inference	https://papers.nips.cc/paper/3756-an-integer-projected-fixed-point-method-for-graph-matching-and-map-inference	None	2009	17	203
('Volz, S. (2006). An iterative approach for matching multiple representations of street data, Hampe, M., Sester, M. and Harrie, L. (eds.): ISPRS Vol. XXXVI., ISPRS Workshop - Multiple representation and interoperability of spatial data, Hannover, Germany, February 22-24, 2006', 'CITATION ONLY')	Volz, S. (2006). An iterative approach for matching multiple representations of street data, Hampe, M., Sester, M. and Harrie, L. (eds.): ISPRS Vol. XXXVI., ISPRS Workshop - Multiple representation and interoperability of spatial data, Hannover, Germany, February 22-24, 2006	1	('An iterative approach for matching multiple representations of street data', 2006)	S Volz	An iterative approach for matching multiple representations of street data	http://dx.doi.org/10.1201/9780203888445.ch20	10.1201/9780203888445.ch20	2006		
('Hoshen, Y. and Wolf, L. (2018). An iterative closest point method for unsupervised word translation. arXiv preprint arXiv:1801.06126.', 'CITATION ONLY')	Hoshen, Y. and Wolf, L. (2018). An iterative closest point method for unsupervised word translation. arXiv preprint arXiv:1801.06126.	1	('An iterative closest point method for unsupervised word translation', 2018)	Y Hoshen and L Wolf	An iterative closest point method for unsupervised word translation	http://dx.doi.org/10.1063/pt.5.028530	10.1063/pt.5.028530	2018		
('Rao-Blackwellized particle filter for multiple target tracking', 2007.0)	Zhao, Z., Kumar, M.: An MCMC-based particle filter for multiple target tracking. In: Information Fusion (FUSION), 15th International Conference on IEEE, pp. 1676â€“1682 (2012)	1	('An MCMC-based particle filter for multiple target tracking', 2012)	Z Zhao and M Kumar	An MCMC-based particle filter for multiple target tracking	http://dx.doi.org/10.1016/j.inffus.2005.09.009	10.1016/j.inffus.2005.09.009	2012		
('J.P. Riganati An overview of algorithms employed in automated fingerprint processing Proc. 1977 Carnahan Conf. on Crime Countermeasures, Univ. of Kentucky, Lexington, Kentucky (1977), pp. 125-131', 'CITATION ONLY')	J.P. Riganati An overview of algorithms employed in automated fingerprint processing Proc. 1977 Carnahan Conf. on Crime Countermeasures, Univ. of Kentucky, Lexington, Kentucky (1977), pp. 125-131	1	('An overview of algorithms employed in automated fingerprint processing', 1977)	J P Rigatani	An overview of algorithms employed in automated fingerprint processing	http://dx.doi.org/10.2172/6743395	10.2172/6743395	1977		
("Virus bulletin international conference '98", 1998.0)	Chess, D.M., White, S.R.: An undetectable computer virus. In: Proceedings of Virus Bulletin Conference (September 2000)	1	('An undetectable computer virus', 2000)	D M Chess and S R White	An undetectable computer virus	http://dx.doi.org/10.1016/s1361-3723(98)90279-2	10.1016/s1361-3723(98)90279-2	2000		
('On Merrifield-Simmons index of molecular graphs', 2016.0)	X. Li, Y. Shi, L. Wang, An updated survey on the RandiÂ´c index, in: B. Furtula, I. Gutman (Ed.), Recent Results in the Theory of RandiÂ´c Index, Univ. Kragujevac, Kragujevac, 2008, pp. 9â€“47.	1	('An updated survey on the RandiÂ´c index', 2008)	X Li and Y Shi and L Wang	An updated survey on the RandiÂ´c index	http://dx.doi.org/10.5937/kgjsci1638083g	10.5937/kgjsci1638083g	2008		
('Quasi-kernel polynomials and their use in non-Hermitian matrix iterations', 1992.0)	Han H, Il'in VP, Kellogg RB, Yuan W. Analysis of flow directed iterations. Journal of Computational Mathematics 1992; 10(1):57â€“76.	1	('Analysis of flow directed iterations', 1992)	H Han and V P Il'in and R B Kellogg and W Yuan	Analysis of flow directed iterations	http://dx.doi.org/10.1016/0377-0427(92)90263-w	10.1016/0377-0427(92)90263-w	1992		
('Parallel multilevel graph partitioning', 'None')	Karypis G, Kumar V. Analysis of multilevel graph partitioning. Technical Report TR 95â€\x90037, Department of Computer Science, University of Minnesota, 1995. Also available at http://www.cs.umn.edu/ karypis [14 August 1999].	1	('Analysis of multilevel graph partitioning', 1995)	G. Karypis and V. Kumar	Analysis of multilevel graph partitioning	http://dx.doi.org/10.1109/ipps.1996.508075	10.1109/ipps.1996.508075	1995		
('Palm-dorsa vein recognition based on Two-Dimensional Fisher Linear Discriminant', 2011.0)	Wendy S. Yambor, Analysis of pca-based and fisher discriminant-based image recognition algorithms, Masterâ€™s thesis, Colorado State University, 2000.	1	('Analysis of pca-based and fisher discriminant-based image recognition algorithms', 2000)	Wendy S Yambor	Analysis of pca-based and fisher discriminant-based image recognition algorithms	http://dx.doi.org/10.1109/iasp.2011.6109104	10.1109/iasp.2011.6109104	2000		
('Jerome H. Friedman. 1996. Another approach to polychotomous classification. Technical report, Department of Statistics, Stanford University.', 'CITATION ONLY')	Jerome H. Friedman. 1996. Another approach to polychotomous classification. Technical report, Department of Statistics, Stanford University.	1	('Another approach to polychotomous classification', 1996)	Jerome H Friedman	Another approach to polychotomous classification	http://dx.doi.org/10.17140/prrmoj-3-127	10.17140/prrmoj-3-127	1996		
('A web table extraction algorithm based on tree edit distance', 2013.0)	X. Yao, B. V. Durme, C. Callison-Burch, and P. Clark. Answer extraction as sequence tagging with tree edit distance. In NAACL, pages 858--867, 2013.	1	('Answer extraction as sequence tagging with tree edit distance', 2013)	X Yao and B V Durme and C Callison-Burch and P Clark	Answer extraction as sequence tagging with tree edit distance	http://dx.doi.org/10.1109/anthology.2013.6784738	10.1109/anthology.2013.6784738	2013		
('8. Zusammenfassung und Analyse des Gesamt-konzepts der OE', 2002.0)	E. Tammer, K. Steinhofel, S. Schonherr, and D. Matuschek. Anwendung des Konzepts der Strukturellen ahnlichkeit zum Fallvergleich mittels Term-und Graph-Reprasentationen. Technical Report FABEL-Report No. 38, HTWK Leipzig, FB Informatik, Mathematik und Naturwissenschaften, August 1995.	1	('Anwendung des Konzepts der Strukturellen ahnlichkeit zum Fallvergleich mittels Term-und Graph-Reprasentationen', 1995)	None	Anwendung des Konzepts der Strukturellen ahnlichkeit zum Fallvergleich mittels Term-und Graph-Reprasentationen	None	None	1995		
('Real Estate Valuation in Eastern Europe', 1995.0)	Cichociski, P. (2008): Application of Advanced Topological Rules in the Process of Building Geographical Databases Supporting the Valuation of Real Estates, Integrating Generations, FIG Working Week 2008 Stockholm, Sweden, 2008	1	('Application of Advanced Topological Rules in the Process of Building Geographical Databases Supporting the Valuation of Real Estates', 2008)	P Cichociski	Application of Advanced Topological Rules in the Process of Building Geographical Databases Supporting the Valuation of Real Estates	http://dx.doi.org/10.15396/eres1995_166	10.15396/eres1995_166	2008		
('Fusion Research Center, theory program. Progress report', 1982.0)	R. Amsler, Application of citation-based automatic classification, Technical Report, The University of Texas at Austin Linguistics Research Center, December 1972.	1	('Application of citation-based automatic classification', 1972)	R Amsler	Application of citation-based automatic classification	http://dx.doi.org/10.2172/5648697	10.2172/5648697	1972		
('Many-to-Many Graph Matching', 2014.0)	A. Shokoufandeh and S. Dickinson. Applications of Bipartite Matching to Problems in Object Recognition. In Proceedings, ICCV Workshop on Graph Algorithms and Computer Vision, September 1999.	1	('Applications of Bipartite Matching to Problems in Object Recognition', 1999)	Ali Shokoufandeh and Sven J. Dickinson	Applications of Bipartite Matching to Problems in Object Recognition	http://dx.doi.org/10.1007/978-0-387-31439-6_775	10.1007/978-0-387-31439-6_775	1999		
('Shokoufandeh, A., Dickinson, S.: Applications of Bipartite Matching to Problems in Object Recognition. In: Proceedings, ICCV Workshop on Graph Algorithms and Computer Vision, September 21 (1999)', 'CITATION ONLY')	Shokoufandeh, A., Dickinson, S.: Applications of Bipartite Matching to Problems in Object Recognition. In: Proceedings, ICCV Workshop on Graph Algorithms and Computer Vision, September 21 (1999)	1	('Applications of Bipartite Matching to Problems in Object Recognition', 1999)	Ali Shokoufandeh and Sven J. Dickinson	Applications of Bipartite Matching to Problems in Object Recognition	http://dx.doi.org/10.1007/978-0-387-31439-6_775	10.1007/978-0-387-31439-6_775	1999		
('ICCST Opening Address - Lexington, Kentucky, 2006', 2006.0)	C.W. Swonger Applications of fingerprint identification technology to criminal identification and security systems Proc. 1973 Carnahan Conf. on Crime Countermeasures, Univ. of Kentucky, Lexington, Kentucky (1973), pp. 190-212	1	('Applications of fingerprint identification technology to criminal identification and security systems', 1973)	C W Swonger	Applications of fingerprint identification technology to criminal identification and security systems	http://dx.doi.org/10.1109/ccst.2006.313419	10.1109/ccst.2006.313419	1973		
('Noble, B., Daniels, J.: Applied linear algebra, 3rd edn. Prentice-Hall, Englewood Cliffs (1988)', 'CITATION ONLY')	Noble, B., Daniels, J.: Applied linear algebra, 3rd edn. Prentice-Hall, Englewood Cliffs (1988)	1	('Applied linear algebra, 3rd edn', 1988)	B Noble and J Daniels	Applied linear algebra, 3rd edn	http://dx.doi.org/10.1207/s15328023top1003_30	10.1207/s15328023top1003_30	1988		
('Shah, A.: Approximate disassembly using dynamic programming. Masterâ€™s report, Department of Computer Science, San Jose State University. http://www.cs.sjsu.edu/faculty/stamp/students/shah_abhishek.pdf (2010)', 'CITATION ONLY')	Shah, A.: Approximate disassembly using dynamic programming. Masterâ€™s report, Department of Computer Science, San Jose State University. http://www.cs.sjsu.edu/faculty/stamp/students/shah_abhishek.pdf (2010)	1	('Approximate disassembly using dynamic programming', 2010)	A Shah	Approximate disassembly using dynamic programming	None	None	2010		
('C. Yanover, Y. Weiss, "Approximate inference and protein folding", NIPS, 2002.', 'CITATION ONLY')	C. Yanover, Y. Weiss, "Approximate inference and protein folding", NIPS, 2002.	1	('Approximate inference and protein folding', 2002)	C Yanover and Y Weiss	Approximate inference and protein folding	http://dx.doi.org/10.1093/bioinformatics/btq445	10.1093/bioinformatics/btq445	2002		
('SPRINT: side-chain prediction inference toolbox for multistate protein design', 2010.0)	Yanover, C. and Weiss, Y. 2002. Approximate inference and protein folding. In Advances in Neural Processing Systems.	1	('Approximate inference and protein folding', 2002)	C Yanover and Y Weiss	Approximate inference and protein folding	http://dx.doi.org/10.1093/bioinformatics/btq445	10.1093/bioinformatics/btq445	2002		
('Integrating XML data sources using approximate joins', 2006.0)	Gravano, L., Ipeirotis, P.G., Jagadish, H.V., Koudas, N., Muthukrishnan, S., Srivastava, D.: Approximate string joins in a database (almost) for free. In: VLDB, pp. 491â€“500 (2001)	1	('Approximate string joins in a database (almost) for free', 2001)	L Gravano and P G Ipeirotis and H V Jagadish and N Koudas and S Muthukrishnan and D Srivastava	Approximate string joins in a database (almost) for free	http://dx.doi.org/10.1145/1132863.1132868	10.1145/1132863.1132868	2001		
('Integrality Gaps and Approximation Algorithms for Dispersers and Bipartite Expanders', 2015.0)	P.K. Agarwal, K. Varadarajan, "Approximation Algorithms for Bipartite and Non-Bipartite Matching in the Plane", Proc. 10th Ann. ACM-SIAM Symp. Discrete Algorithms, pp. 805-814, 1999.	1	('Approximation Algorithms for Bipartite and Non-Bipartite Matching in the Plane', 1999)	P K Agarwal and K Varadarajan	Approximation Algorithms for Bipartite and Non-Bipartite Matching in the Plane	http://dx.doi.org/10.1137/1.9781611974331.ch105	10.1137/1.9781611974331.ch105	1999		
('Breathing, speech, and song. By Donald F. Proctor, 176 pp, illus, Springer-Verlag New York, Inc., New York, NY, 1980. $19.80', 1982.0)	Vijay V. Vazirani, Approximation algorithms, Springer-Verlag New York, Inc., New York, NY, 2001	1	('Approximation algorithms', 2001)	Vijay V. Vazirani	Approximation algorithms	http://dx.doi.org/10.1002/hed.2890040316	10.1002/hed.2890040316	2001		
('A Virus Detection System Based on Artificial Immune System', 2009.0)	Halfpap, B.: Artificial immune system virus detector (2010). http://resheth.wordpress.com/tag/virus-detection/	1	('Artificial immune system virus detector', 2010)	B Halfpap	Artificial immune system virus detector	http://dx.doi.org/10.1109/cis.2009.106	10.1109/cis.2009.106	2010		
('MODEL-DRIVEN DESIGN AND VALIDATION OF SERVICE ORIENTED ARCHITECTURE BASED ON DEVS SIMULATION FRAMEWORK', 2014.0)	F. Wysotzki. Artificial Intelligence and Artificial Neural Nets. In Proc. 1st Workshop on AI, Shanghai, September 1990. TU Berlin/Jiao Tong University Shanghai.	1	('Artificial Intelligence and Artificial Neural Nets', 1990)	F Wysotzki	Artificial Intelligence and Artificial Neural Nets	http://dx.doi.org/10.29268/stsc.2014.2.3.2	10.29268/stsc.2014.2.3.2	1990		
('Crystal structure of lysine biosynthetic amino acid carrier protein LysW from Thermus thermophilus conjugated with alpha-aminoadipate', 2014.0)	Kobashi, N., Nishiyama, M., and Tanokura, M. 1999. Aspartate kinase-independent lysine synthesis in an extremely thermophilic bacterium, Thermus thermophilus: lysine is synthesized via Î±-aminoadipic acid not via diaminopimelic acid. J. Bacteriol. 181, 1713â€“1718.	1	('Aspartate kinase-independent lysine synthesis in an extremely thermophilic bacterium, Thermus thermophilus: lysine is synthesized via Î±-aminoadipic acid not via diaminopimelic acid', 1999)	N Kobashi and M Nishiyama and M Tanokura	Aspartate kinase-independent lysine synthesis in an extremely thermophilic bacterium, Thermus thermophilus: lysine is synthesized via Î±-aminoadipic acid not via diaminopimelic acid	http://dx.doi.org/10.2210/pdb3wwl/pdb	10.2210/pdb3wwl/pdb	1999		
('Data mining: machine learning, statistics, and databases', 'None')	H. Mannila. Aspects of data mining. In Proceedings of the Workshop "Statistics, Machine Learning and Discovery in Databases" at the ECML-95, 1995.	1	('Aspects of data mining', 1995)	H. Mannila	Aspects of data mining	http://dx.doi.org/10.1109/ssdm.1996.505910	10.1109/ssdm.1996.505910	1995		
('A NEW CONCEPT OF SIMILARITY AT FAILURE', 1990.0)	T. E. Goldsmith and D. M. Davenport. Assessing structural similarity of graphs. 1990.	1	('Assessing structural similarity of graphs', 1990)	T E Goldsmith and D M Davenport	Assessing structural similarity of graphs	http://dx.doi.org/10.2514/6.1990-918	10.2514/6.1990-918	1990		
('Nystuen, J.D., Frank, A.I., Frank, Jr., L., (1997). Assessing topological similarity of spatial networks, Proc. of International Conference on Interoperating Geographic Information Systems, Santa Barbara, California, USA', 'CITATION ONLY')	Nystuen, J.D., Frank, A.I., Frank, Jr., L., (1997). Assessing topological similarity of spatial networks, Proc. of International Conference on Interoperating Geographic Information Systems, Santa Barbara, California, USA	1	('Assessing topological similarity of spatial networks', 1997)	J D Nystuen and A I Frank and L Frank Jr	Assessing topological similarity of spatial networks	http://dx.doi.org/10.5334/bax.g	10.5334/bax.g	1997		
('Semantic Challenges for Volunteered Geographic Information', 2016.0)	Nystuen, J.D., Frank, A.I., Frank, Jr., L., 1997. Assessing topological similarity of spatial networks. In: Proceedings of International Conference on Interoperating Geographic Information Systems, Santa Barbara, California, USA	1	('Assessing topological similarity of spatial networks', 1997)	J D Nystuen and A I Frank and L Frank Jr	Assessing topological similarity of spatial networks	http://dx.doi.org/10.5334/bax.g	10.5334/bax.g	1997		
('Erratum: Symmetry, Multistability, and Long-Range Interactions in Brain Development [Phys. Rev. Lett.95, 208701 (2005)]', 2009.0)	Newman, M. (2002) Phys. Rev. Lett. 89, 208701.	1	('Assortative mixing in networks', 2002)	M Newman	Assortative mixing in networks	http://dx.doi.org/10.1103/physrevlett.103.209902	10.1103/physrevlett.103.209902	2002		
('The functional anatomy of science mapping', 2011.0)	K. Borner, Atlas of Science: Visualizing What We Know (MIT Press, Cambridge, MA, 2010).	1	('Atlas of Science: Visualizing What We Know', 2010)	K Borner	Atlas of Science: Visualizing What We Know	http://dx.doi.org/10.1007/s11192-011-0480-0	10.1007/s11192-011-0480-0	2010		
('On atom-bond connectivity index', 2012.0)	B. Furtula, Atomâ€“bond connectivity index versus Graovacâ€“Ghorbani analog, MATCH Commun. Math. Comput. Chem. 75 (2016) 233â€“242.	1	('Atomâ€“bond connectivity index versus Graovacâ€“Ghorbani analog', 2016)	Boris Furtula	Atomâ€“bond connectivity index versus Graovacâ€“Ghorbani analog	http://dx.doi.org/10.2298/fil1204733d	10.2298/fil1204733d	2016		
