protein1 protein2 combined_score
243273.MgenG_010200000670 243273.MgenG_010200001973 972
243273.MgenG_010200000670 243273.MgenG_010200000725 249
243273.MgenG_010200000670 243273.MgenG_010200001250 152
243273.MgenG_010200000670 243273.MgenG_010200002279 994
243273.MgenG_010200000670 243273.MgenG_010200002149 996
243273.MgenG_010200000670 243273.MgenG_010200001422 150
243273.MgenG_010200000670 243273.MgenG_010200000030 748
243273.MgenG_010200000670 243273.MgenG_010200000865 362
243273.MgenG_010200000670 243273.MgenG_010200002736 241
243273.MgenG_010200000670 243273.MgenG_010200002761 618
243273.MgenG_010200000670 243273.MgenG_010200002529 451
243273.MgenG_010200000670 243273.MgenG_010200000550 608
243273.MgenG_010200000670 243273.MgenG_010200000665 998
243273.MgenG_010200000670 243273.MgenG_010200001452 400
243273.MgenG_010200000670 243273.MgenG_010200001903 159
243273.MgenG_010200000670 243273.MgenG_010200000390 450
243273.MgenG_010200000670 243273.MgenG_010200002664 350
243273.MgenG_010200000670 243273.MgenG_010200000475 620
243273.MgenG_010200000670 243273.MgenG_010200001597 992
243273.MgenG_010200000670 243273.MgenG_010200000605 995
243273.MgenG_010200000670 243273.MgenG_010200000780 277
243273.MgenG_010200000670 243273.MgenG_010200002599 200
243273.MgenG_010200000670 243273.MgenG_010200000175 535
243273.MgenG_010200000670 243273.MgenG_010200001582 202
243273.MgenG_010200000670 243273.MgenG_010200000730 249
243273.MgenG_010200000670 243273.MgenG_010200001180 762
243273.MgenG_010200000670 243273.MgenG_010200002726 192
243273.MgenG_010200000670 243273.MgenG_010200003136 498
243273.MgenG_010200000670 243273.MgenG_010200003181 369
243273.MgenG_010200000670 243273.MgenG_010200002284 999
243273.MgenG_010200000670 243273.MgenG_010200001397 264
243273.MgenG_010200000670 243273.MgenG_010200000935 158
243273.MgenG_010200000670 243273.MgenG_010200002644 190
243273.MgenG_010200000670 243273.MgenG_010200000230 993
243273.MgenG_010200000670 243273.MgenG_010200001622 183
243273.MgenG_010200000670 243273.MgenG_010200000110 234
243273.MgenG_010200000670 243273.MgenG_010200002469 199
243273.MgenG_010200000670 243273.MgenG_010200000045 173
243273.MgenG_010200000670 243273.MgenG_010200002169 999
243273.MgenG_010200000670 243273.MgenG_010200002254 693
243273.MgenG_010200000670 243273.MgenG_010200001777 971
243273.MgenG_010200000670 243273.MgenG_010200001958 994
243273.MgenG_010200000670 243273.MgenG_010200002981 378
243273.MgenG_010200000670 243273.MgenG_010200000505 244
243273.MgenG_010200000670 243273.MgenG_010200000295 895
243273.MgenG_010200000670 243273.MgenG_010200000880 192
243273.MgenG_010200000670 243273.MgenG_010200000165 244
243273.MgenG_010200000670 243273.MgenG_010200003305 721
243273.MgenG_010200000670 243273.MgenG_010200000715 301
243273.MgenG_010200000670 243273.MgenG_010200002294 996
243273.MgenG_010200000670 243273.MgenG_010200003245 635
243273.MgenG_010200000670 243273.MgenG_010200002399 157
243273.MgenG_010200000670 243273.MgenG_010200000400 999
243273.MgenG_010200000670 243273.MgenG_010200002836 261
243273.MgenG_010200000670 243273.MgenG_010200002816 169
243273.MgenG_010200000670 243273.MgenG_010200001602 396
243273.MgenG_010200000670 243273.MgenG_010200001095 155
243273.MgenG_010200000670 243273.MgenG_010200002604 321
243273.MgenG_010200000670 243273.MgenG_010200001893 648
243273.MgenG_010200000670 243273.MgenG_010200000815 507
243273.MgenG_010200000670 243273.MgenG_010200000025 417
243273.MgenG_010200000670 243273.MgenG_010200001110 332
243273.MgenG_010200000670 243273.MgenG_010200000490 663
243273.MgenG_010200000670 243273.MgenG_010200002049 521
243273.MgenG_010200000670 243273.MgenG_010200003096 737
243273.MgenG_010200000670 243273.MgenG_010200000085 984
243273.MgenG_010200000670 243273.MgenG_010200001005 483
243273.MgenG_010200000670 243273.MgenG_010200001727 695
243273.MgenG_010200000670 243273.MgenG_010200000335 855
243273.MgenG_010200000670 243273.MgenG_010200000650 455
243273.MgenG_010200000670 243273.MgenG_010200000440 254
243273.MgenG_010200000670 243273.MgenG_010200003141 169
243273.MgenG_010200000670 243273.MgenG_010200000785 541
243273.MgenG_010200000670 243273.MgenG_010200000955 158
243273.MgenG_010200000670 243273.MgenG_010200002189 991
243273.MgenG_010200000670 243273.MgenG_010200001307 856
243273.MgenG_010200000670 243273.MgenG_010200002164 981
243273.MgenG_010200000670 243273.MgenG_010200002229 789
243273.MgenG_010200000670 243273.MgenG_010200001627 193
243273.MgenG_010200000670 243273.MgenG_010200001577 364
243273.MgenG_010200000670 243273.MgenG_010200001798 378
243273.MgenG_010200000670 243273.MgenG_010200001697 549
243273.MgenG_010200000670 243273.MgenG_010200000835 198
243273.MgenG_010200000670 243273.MgenG_010200003225 230
243273.MgenG_010200000670 243273.MgenG_010200002841 999
243273.MgenG_010200000670 243273.MgenG_010200002084 218
243273.MgenG_010200000670 243273.MgenG_010200000745 776
243273.MgenG_010200000670 243273.MgenG_010200003166 296
243273.MgenG_010200000670 243273.MgenG_010200001587 879
243273.MgenG_010200000670 243273.MgenG_010200000685 999
243273.MgenG_010200000670 243273.MgenG_010200001772 652
243273.MgenG_010200000670 243273.MgenG_010200001317 783
243273.MgenG_010200000670 243273.MgenG_010200001000 260
243273.MgenG_010200000670 243273.MgenG_010200002766 382
243273.MgenG_010200000670 243273.MgenG_010200002619 165
243273.MgenG_010200000670 243273.MgenG_010200000225 684
243273.MgenG_010200000670 243273.MgenG_010200003038 175
243273.MgenG_010200000670 243273.MgenG_010200002639 243
243273.MgenG_010200000670 243273.MgenG_010200002204 816
243273.MgenG_010200000670 243273.MgenG_010200002891 349
243273.MgenG_010200000670 243273.MgenG_010200000290 383
243273.MgenG_010200000670 243273.MgenG_010200003171 296
243273.MgenG_010200000670 243273.MgenG_010200002234 833
243273.MgenG_010200000670 243273.MgenG_010200001722 695
243273.MgenG_010200000670 243273.MgenG_010200000895 686
243273.MgenG_010200000670 243273.MgenG_010200002134 999
243273.MgenG_010200000670 243273.MgenG_010200002569 433
243273.MgenG_010200000670 243273.MgenG_010200001322 989
243273.MgenG_010200000670 243273.MgenG_010200002786 389
243273.MgenG_010200000670 243273.MgenG_010200001185 504
243273.MgenG_010200000670 243273.MgenG_010200002289 874
243273.MgenG_010200000670 243273.MgenG_010200000480 622
243273.MgenG_010200000670 243273.MgenG_010200001572 498
243273.MgenG_010200000670 243273.MgenG_010200002023 264
243273.MgenG_010200000670 243273.MgenG_010200002941 512
243273.MgenG_010200000670 243273.MgenG_010200000395 997
243273.MgenG_010200000670 243273.MgenG_010200002544 996
243273.MgenG_010200000670 243273.MgenG_010200000185 986
243273.MgenG_010200000670 243273.MgenG_010200000775 373
243273.MgenG_010200000670 243273.MgenG_010200002609 792
243273.MgenG_010200000670 243273.MgenG_010200002179 995
243273.MgenG_010200000670 243273.MgenG_010200000620 996
243273.MgenG_010200000670 243273.MgenG_010200000195 189
243273.MgenG_010200000670 243273.MgenG_010200003146 471
243273.MgenG_010200000670 243273.MgenG_010200002008 375
243273.MgenG_010200000670 243273.MgenG_010200000135 478
243273.MgenG_010200000670 243273.MgenG_010200003176 329
243273.MgenG_010200000670 243273.MgenG_010200001742 317
243273.MgenG_010200000670 243273.MgenG_010200000020 298
243273.MgenG_010200000670 243273.MgenG_010200001782 660
243273.MgenG_010200000670 243273.MgenG_010200000595 224
243273.MgenG_010200000670 243273.MgenG_010200002184 721
243273.MgenG_010200000670 243273.MgenG_010200000080 152
243273.MgenG_010200000670 243273.MgenG_010200003101 382
243273.MgenG_010200000670 243273.MgenG_010200000040 304
243273.MgenG_010200000670 243273.MgenG_010200002851 655
243273.MgenG_010200000670 243273.MgenG_010200000825 260
243273.MgenG_010200000670 243273.MgenG_010200002214 983
243273.MgenG_010200000670 243273.MgenG_010200000735 243
243273.MgenG_010200000670 243273.MgenG_010200000655 999
243273.MgenG_010200000670 243273.MgenG_010200001702 198
243273.MgenG_010200000670 243273.MgenG_010200000340 451
243273.MgenG_010200000670 243273.MgenG_010200003063 988
243273.MgenG_010200000670 243273.MgenG_010200000945 452
243273.MgenG_010200000670 243273.MgenG_010200002159 996
243273.MgenG_010200000670 243273.MgenG_010200001050 549
243273.MgenG_010200000670 243273.MgenG_010200000220 999
243273.MgenG_010200000670 243273.MgenG_010200002901 264
243273.MgenG_010200000670 243273.MgenG_010200002259 202
243273.MgenG_010200000670 243273.MgenG_010200000090 638
243273.MgenG_010200000670 243273.MgenG_010200002594 304
243273.MgenG_010200000670 243273.MgenG_010200000305 238
243273.MgenG_010200000670 243273.MgenG_010200002956 167
243273.MgenG_010200000670 243273.MgenG_010200000690 991
243273.MgenG_010200000670 243273.MgenG_010200002514 476
243273.MgenG_010200000670 243273.MgenG_010200000485 646
243273.MgenG_010200000670 243273.MgenG_010200000540 710
243273.MgenG_010200000670 243273.MgenG_010200002199 989
243273.MgenG_010200000670 243273.MgenG_010200002269 845
243273.MgenG_010200000670 243273.MgenG_010200001145 765
243273.MgenG_010200000670 243273.MgenG_010200002074 355
243273.MgenG_010200000670 243273.MgenG_010200000830 175
243273.MgenG_010200000670 243273.MgenG_010200000465 362
243273.MgenG_010200000670 243273.MgenG_010200000905 226
243273.MgenG_010200000670 243273.MgenG_010200000545 618
243273.MgenG_010200000670 243273.MgenG_010200001963 995
243273.MgenG_010200000670 243273.MgenG_010200000285 982
243273.MgenG_010200000670 243273.MgenG_010200001312 953
243273.MgenG_010200000670 243273.MgenG_010200000200 189
243273.MgenG_010200000670 243273.MgenG_010200002264 173
243273.MgenG_010200000670 243273.MgenG_010200000760 158
243273.MgenG_010200000670 243273.MgenG_010200000700 575
243273.MgenG_010200000670 243273.MgenG_010200000810 524
243273.MgenG_010200000670 243273.MgenG_010200001948 279
243273.MgenG_010200000670 243273.MgenG_010200001567 443
243273.MgenG_010200000670 243273.MgenG_010200002239 999
243273.MgenG_010200000670 243273.MgenG_010200002219 787
243273.MgenG_010200000670 243273.MgenG_010200001100 437
243273.MgenG_010200000670 243273.MgenG_010200001160 975
243273.MgenG_010200000670 243273.MgenG_010200001342 588
243273.MgenG_010200000670 243273.MgenG_010200001803 769
243273.MgenG_010200000670 243273.MgenG_010200000095 332
243273.MgenG_010200000670 243273.MgenG_010200000160 510
243273.MgenG_010200000670 243273.MgenG_010200002274 976
243273.MgenG_010200000670 243273.MgenG_010200000610 994
243273.MgenG_010200000670 243273.MgenG_010200000660 999
243273.MgenG_010200000670 243273.MgenG_010200000525 159
243273.MgenG_010200000670 243273.MgenG_010200003200 183
243273.MgenG_010200000670 243273.MgenG_010200002154 738
243273.MgenG_010200000670 243273.MgenG_010200001617 829
243273.MgenG_010200000670 243273.MgenG_010200002679 200
243273.MgenG_010200000670 243273.MgenG_010200002174 989
243273.MgenG_010200000670 243273.MgenG_010200003285 274
243273.MgenG_010200000670 243273.MgenG_010200002484 258
243273.MgenG_010200000670 243273.MgenG_010200000035 333
243273.MgenG_010200000670 243273.MgenG_010200001953 259
243273.MgenG_010200000670 243273.MgenG_010200000975 150
243273.MgenG_010200000670 243273.MgenG_010200001808 888
243273.MgenG_010200000670 243273.MgenG_010200002721 516
243273.MgenG_010200000670 243273.MgenG_010200002314 365
243273.MgenG_010200000670 243273.MgenG_010200000345 999
243273.MgenG_010200000670 243273.MgenG_010200001707 323
243273.MgenG_010200000685 243273.MgenG_010200002836 181
243273.MgenG_010200000685 243273.MgenG_010200000250 167
243273.MgenG_010200000685 243273.MgenG_010200002294 999
243273.MgenG_010200000685 243273.MgenG_010200000230 998
243273.MgenG_010200000685 243273.MgenG_010200001958 994
243273.MgenG_010200000685 243273.MgenG_010200002981 554
243273.MgenG_010200000685 243273.MgenG_010200002399 175
243273.MgenG_010200000685 243273.MgenG_010200000295 874
243273.MgenG_010200000685 243273.MgenG_010200003245 576
243273.MgenG_010200000685 243273.MgenG_010200000505 231
243273.MgenG_010200000685 243273.MgenG_010200002816 169
243273.MgenG_010200000685 243273.MgenG_010200001180 816
243273.MgenG_010200000685 243273.MgenG_010200000880 166
243273.MgenG_010200000685 243273.MgenG_010200000165 279
243273.MgenG_010200000685 243273.MgenG_010200001110 498
243273.MgenG_010200000685 243273.MgenG_010200003305 750
243273.MgenG_010200000685 243273.MgenG_010200000015 159
243273.MgenG_010200000685 243273.MgenG_010200000815 381
243273.MgenG_010200000685 243273.MgenG_010200001893 742
243273.MgenG_010200000685 243273.MgenG_010200001402 268
243273.MgenG_010200000685 243273.MgenG_010200000730 495
243273.MgenG_010200000685 243273.MgenG_010200001777 987
243273.MgenG_010200000685 243273.MgenG_010200000715 801
243273.MgenG_010200000685 243273.MgenG_010200001928 487
243273.MgenG_010200000685 243273.MgenG_010200000400 999
243273.MgenG_010200000685 243273.MgenG_010200000785 266
243273.MgenG_010200000685 243273.MgenG_010200000085 996
243273.MgenG_010200000685 243273.MgenG_010200001095 176
243273.MgenG_010200000685 243273.MgenG_010200000490 670
243273.MgenG_010200000685 243273.MgenG_010200000025 233
243273.MgenG_010200000685 243273.MgenG_010200000335 970
243273.MgenG_010200000685 243273.MgenG_010200003275 198
243273.MgenG_010200000685 243273.MgenG_010200003096 635
243273.MgenG_010200000685 243273.MgenG_010200001005 270
243273.MgenG_010200000685 243273.MgenG_010200001727 741
243273.MgenG_010200000685 243273.MgenG_010200001602 319
243273.MgenG_010200000685 243273.MgenG_010200002049 257
243273.MgenG_010200000685 243273.MgenG_010200000955 491
243273.MgenG_010200000685 243273.MgenG_010200000855 638
243273.MgenG_010200000685 243273.MgenG_010200001798 489
243273.MgenG_010200000685 243273.MgenG_010200002229 884
243273.MgenG_010200000685 243273.MgenG_010200003141 169
243273.MgenG_010200000685 243273.MgenG_010200001627 204
243273.MgenG_010200000685 243273.MgenG_010200002189 992
243273.MgenG_010200000685 243273.MgenG_010200001307 603
243273.MgenG_010200000685 243273.MgenG_010200002164 997
243273.MgenG_010200000685 243273.MgenG_010200000045 167
243273.MgenG_010200000685 243273.MgenG_010200002254 628
243273.MgenG_010200000685 243273.MgenG_010200002274 996
243273.MgenG_010200000685 243273.MgenG_010200001140 388
243273.MgenG_010200000685 243273.MgenG_010200001342 309
243273.MgenG_010200000685 243273.MgenG_010200000010 733
243273.MgenG_010200000685 243273.MgenG_010200001617 634
243273.MgenG_010200000685 243273.MgenG_010200003285 457
243273.MgenG_010200000685 243273.MgenG_010200002174 997
243273.MgenG_010200000685 243273.MgenG_010200000720 297
243273.MgenG_010200000685 243273.MgenG_010200000040 202
243273.MgenG_010200000685 243273.MgenG_010200000895 675
243273.MgenG_010200000685 243273.MgenG_010200003101 259
243273.MgenG_010200000685 243273.MgenG_010200002639 439
243273.MgenG_010200000685 243273.MgenG_010200002204 903
243273.MgenG_010200000685 243273.MgenG_010200000290 651
243273.MgenG_010200000685 243273.MgenG_010200000860 638
243273.MgenG_010200000685 243273.MgenG_010200000225 796
243273.MgenG_010200000685 243273.MgenG_010200000480 442
243273.MgenG_010200000685 243273.MgenG_010200001322 998
243273.MgenG_010200000685 243273.MgenG_010200002134 999
243273.MgenG_010200000685 243273.MgenG_010200001722 741
243273.MgenG_010200000685 243273.MgenG_010200002234 838
243273.MgenG_010200000685 243273.MgenG_010200002786 482
243273.MgenG_010200000685 243273.MgenG_010200002569 460
243273.MgenG_010200000685 243273.MgenG_010200003171 243
243273.MgenG_010200000685 243273.MgenG_010200002941 656
243273.MgenG_010200000685 243273.MgenG_010200002289 822
243273.MgenG_010200000685 243273.MgenG_010200001572 213
243273.MgenG_010200000685 243273.MgenG_010200001185 532
243273.MgenG_010200000685 243273.MgenG_010200000395 998
243273.MgenG_010200000685 243273.MgenG_010200002023 363
243273.MgenG_010200000685 243273.MgenG_010200000710 325
243273.MgenG_010200000685 243273.MgenG_010200000670 999
243273.MgenG_010200000685 243273.MgenG_010200000620 997
243273.MgenG_010200000685 243273.MgenG_010200001317 830
243273.MgenG_010200000685 243273.MgenG_010200000195 285
243273.MgenG_010200000685 243273.MgenG_010200003176 196
243273.MgenG_010200000685 243273.MgenG_010200000135 341
243273.MgenG_010200000685 243273.MgenG_010200000775 520
243273.MgenG_010200000685 243273.MgenG_010200002609 568
243273.MgenG_010200000685 243273.MgenG_010200001782 588
243273.MgenG_010200000685 243273.MgenG_010200002008 262
243273.MgenG_010200000685 243273.MgenG_010200000020 680
243273.MgenG_010200000685 243273.MgenG_010200000740 187
243273.MgenG_010200000685 243273.MgenG_010200001742 524
243273.MgenG_010200000685 243273.MgenG_010200003146 434
243273.MgenG_010200000685 243273.MgenG_010200002514 499
243273.MgenG_010200000685 243273.MgenG_010200002214 992
243273.MgenG_010200000685 243273.MgenG_010200000945 219
243273.MgenG_010200000685 243273.MgenG_010200000825 239
243273.MgenG_010200000685 243273.MgenG_010200003225 196
243273.MgenG_010200000685 243273.MgenG_010200000345 999
243273.MgenG_010200000685 243273.MgenG_010200001808 777
243273.MgenG_010200000685 243273.MgenG_010200002851 246
243273.MgenG_010200000685 243273.MgenG_010200000655 999
243273.MgenG_010200000685 243273.MgenG_010200000340 324
