protein1 protein2 combined_score
243273.MgenG_010200001095 243273.MgenG_010200002134 560
243273.MgenG_010200001095 243273.MgenG_010200001322 165
243273.MgenG_010200001095 243273.MgenG_010200000225 375
243273.MgenG_010200001095 243273.MgenG_010200001572 153
243273.MgenG_010200001095 243273.MgenG_010200002519 202
243273.MgenG_010200001095 243273.MgenG_010200000480 153
243273.MgenG_010200001095 243273.MgenG_010200003171 671
243273.MgenG_010200001095 243273.MgenG_010200002023 225
243273.MgenG_010200001095 243273.MgenG_010200000395 183
243273.MgenG_010200001095 243273.MgenG_010200002289 580
243273.MgenG_010200001095 243273.MgenG_010200002941 501
243273.MgenG_010200001095 243273.MgenG_010200001185 584
243273.MgenG_010200001095 243273.MgenG_010200002539 196
243273.MgenG_010200001095 243273.MgenG_010200000445 220
243273.MgenG_010200001095 243273.MgenG_010200002509 362
243273.MgenG_010200001095 243273.MgenG_010200001427 381
243273.MgenG_010200001095 243273.MgenG_010200001145 332
243273.MgenG_010200001095 243273.MgenG_010200002269 179
243273.MgenG_010200001095 243273.MgenG_010200002514 430
243273.MgenG_010200001095 243273.MgenG_010200002781 196
243273.MgenG_010200001095 243273.MgenG_010200003101 308
243273.MgenG_010200001095 243273.MgenG_010200003353 175
243273.MgenG_010200001095 243273.MgenG_010200003373 181
243273.MgenG_010200001095 243273.MgenG_010200001677 524
243273.MgenG_010200001095 243273.MgenG_010200002609 592
243273.MgenG_010200001095 243273.MgenG_010200001085 802
243273.MgenG_010200001095 243273.MgenG_010200002906 175
243273.MgenG_010200001095 243273.MgenG_010200002454 732
243273.MgenG_010200001095 243273.MgenG_010200003063 176
243273.MgenG_010200001095 243273.MgenG_010200001923 231
243273.MgenG_010200001095 243273.MgenG_010200002319 790
243273.MgenG_010200001095 243273.MgenG_010200002159 502
243273.MgenG_010200001095 243273.MgenG_010200000040 677
243273.MgenG_010200001095 243273.MgenG_010200000080 490
243273.MgenG_010200001095 243273.MgenG_010200002184 159
243273.MgenG_010200001095 243273.MgenG_010200000945 220
243273.MgenG_010200001095 243273.MgenG_010200002851 933
243273.MgenG_010200001095 243273.MgenG_010200000825 240
243273.MgenG_010200001095 243273.MgenG_010200002214 497
243273.MgenG_010200001095 243273.MgenG_010200000655 673
243273.MgenG_010200001095 243273.MgenG_010200000340 426
243273.MgenG_010200001095 243273.MgenG_010200001702 737
243273.MgenG_010200001095 243273.MgenG_010200002901 225
243273.MgenG_010200001095 243273.MgenG_010200000305 645
243273.MgenG_010200001095 243273.MgenG_010200000540 452
243273.MgenG_010200001095 243273.MgenG_010200002259 390
243273.MgenG_010200001095 243273.MgenG_010200001090 802
243273.MgenG_010200001095 243273.MgenG_010200001115 183
243273.MgenG_010200001095 243273.MgenG_010200001170 603
243273.MgenG_010200001095 243273.MgenG_010200000735 219
243273.MgenG_010200001095 243273.MgenG_010200000185 667
243273.MgenG_010200001095 243273.MgenG_010200002956 174
243273.MgenG_010200001095 243273.MgenG_010200002594 182
243273.MgenG_010200001095 243273.MgenG_010200001312 262
243273.MgenG_010200001095 243273.MgenG_010200000285 289
243273.MgenG_010200001095 243273.MgenG_010200000545 642
243273.MgenG_010200001095 243273.MgenG_010200000690 224
243273.MgenG_010200001095 243273.MgenG_010200000220 303
243273.MgenG_010200001095 243273.MgenG_010200002199 173
243273.MgenG_010200001095 243273.MgenG_010200000905 575
243273.MgenG_010200001095 243273.MgenG_010200001958 186
243273.MgenG_010200001095 243273.MgenG_010200002544 529
243273.MgenG_010200001095 243273.MgenG_010200002179 150
243273.MgenG_010200001095 243273.MgenG_010200001050 169
243273.MgenG_010200001095 243273.MgenG_010200001963 161
243273.MgenG_010200001095 243273.MgenG_010200000200 486
243273.MgenG_010200001095 243273.MgenG_010200000830 575
243273.MgenG_010200001095 243273.MgenG_010200001898 234
243273.MgenG_010200001095 243273.MgenG_010200001105 859
243273.MgenG_010200001095 243273.MgenG_010200000700 634
243273.MgenG_010200001095 243273.MgenG_010200000810 169
243273.MgenG_010200001095 243273.MgenG_010200002264 554
243273.MgenG_010200001095 243273.MgenG_010200001948 708
243273.MgenG_010200001095 243273.MgenG_010200001692 150
243273.MgenG_010200001095 243273.MgenG_010200001772 175
243273.MgenG_010200001095 243273.MgenG_010200000685 176
243273.MgenG_010200001095 243273.MgenG_010200001000 686
243273.MgenG_010200001095 243273.MgenG_010200001175 180
243273.MgenG_010200001095 243273.MgenG_010200003368 181
243273.MgenG_010200001095 243273.MgenG_010200000660 611
243273.MgenG_010200001095 243273.MgenG_010200002304 415
243273.MgenG_010200001095 243273.MgenG_010200003166 671
243273.MgenG_010200001095 243273.MgenG_010200000610 341
243273.MgenG_010200001095 243273.MgenG_010200003200 373
243273.MgenG_010200001095 243273.MgenG_010200000745 256
243273.MgenG_010200001095 243273.MgenG_010200002084 349
243273.MgenG_010200001095 243273.MgenG_010200002154 337
243273.MgenG_010200001095 243273.MgenG_010200000835 626
243273.MgenG_010200001095 243273.MgenG_010200001828 196
243273.MgenG_010200001095 243273.MgenG_010200000280 605
243273.MgenG_010200001095 243273.MgenG_010200002841 624
243273.MgenG_010200001095 243273.MgenG_010200001798 233
243273.MgenG_010200001095 243273.MgenG_010200002013 762
243273.MgenG_010200001095 243273.MgenG_010200000160 293
243273.MgenG_010200001095 243273.MgenG_010200000035 173
243273.MgenG_010200001095 243273.MgenG_010200000015 652
243273.MgenG_010200001095 243273.MgenG_010200000975 167
243273.MgenG_010200001095 243273.MgenG_010200002314 393
243273.MgenG_010200001095 243273.MgenG_010200002679 243
243273.MgenG_010200001095 243273.MgenG_010200000345 763
243273.MgenG_010200001095 243273.MgenG_010200001707 874
243273.MgenG_010200001095 243273.MgenG_010200001808 555
243273.MgenG_010200001095 243273.MgenG_010200002239 521
243273.MgenG_010200001095 243273.MgenG_010200000095 310
243273.MgenG_010200001095 243273.MgenG_010200001617 623
243273.MgenG_010200001095 243273.MgenG_010200002174 499
243273.MgenG_010200001095 243273.MgenG_010200003285 787
243273.MgenG_010200001095 243273.MgenG_010200001342 549
243273.MgenG_010200001095 243273.MgenG_010200001140 259
243273.MgenG_010200001095 243273.MgenG_010200000010 601
243273.MgenG_010200001095 243273.MgenG_010200001432 153
243273.MgenG_010200001095 243273.MgenG_010200001803 502
243273.MgenG_010200001095 243273.MgenG_010200000310 258
243273.MgenG_010200001095 243273.MgenG_010200001160 176
243273.MgenG_010200001095 243273.MgenG_010200002219 334
243273.MgenG_010200001095 243273.MgenG_010200002971 193
243273.MgenG_010200001095 243273.MgenG_010200001100 938
243273.MgenG_010200001095 243273.MgenG_010200000880 395
243273.MgenG_010200001095 243273.MgenG_010200002299 502
243273.MgenG_010200001095 243273.MgenG_010200003058 782
243273.MgenG_010200001095 243273.MgenG_010200002209 399
243273.MgenG_010200001095 243273.MgenG_010200000575 251
243273.MgenG_010200001095 243273.MgenG_010200000330 175
243273.MgenG_010200001095 243273.MgenG_010200000555 165
243273.MgenG_010200001095 243273.MgenG_010200003073 196
243273.MgenG_010200001095 243273.MgenG_010200002976 253
243273.MgenG_010200001095 243273.MgenG_010200001853 302
243273.MgenG_010200001095 243273.MgenG_010200001968 248
243273.MgenG_010200001095 243273.MgenG_010200002776 558
243273.MgenG_010200001095 243273.MgenG_010200001667 194
243273.MgenG_010200001095 243273.MgenG_010200000455 535
243273.MgenG_010200001095 243273.MgenG_010200001863 231
243273.MgenG_010200001095 243273.MgenG_010200000765 161
243273.MgenG_010200001095 243273.MgenG_010200000665 632
243273.MgenG_010200001095 243273.MgenG_010200001422 828
243273.MgenG_010200001095 243273.MgenG_010200002309 237
243273.MgenG_010200001095 243273.MgenG_010200000725 203
243273.MgenG_010200001095 243273.MgenG_010200002194 490
243273.MgenG_010200001095 243273.MgenG_010200000125 237
243273.MgenG_010200001095 243273.MgenG_010200000625 320
243273.MgenG_010200001095 243273.MgenG_010200002149 602
243273.MgenG_010200001095 243273.MgenG_010200001412 582
243273.MgenG_010200001095 243273.MgenG_010200000865 897
243273.MgenG_010200001095 243273.MgenG_010200002911 301
243273.MgenG_010200001095 243273.MgenG_010200002279 498
243273.MgenG_010200001095 243273.MgenG_010200001250 430
243273.MgenG_010200001095 243273.MgenG_010200002736 575
243273.MgenG_010200001095 243273.MgenG_010200000030 636
243273.MgenG_010200001095 243273.MgenG_010200000165 293
243273.MgenG_010200001095 243273.MgenG_010200003181 174
243273.MgenG_010200001095 243273.MgenG_010200000275 194
243273.MgenG_010200001095 243273.MgenG_010200002664 346
243273.MgenG_010200001095 243273.MgenG_010200000390 775
243273.MgenG_010200001095 243273.MgenG_010200000550 768
243273.MgenG_010200001095 243273.MgenG_010200002529 426
243273.MgenG_010200001095 243273.MgenG_010200001903 173
243273.MgenG_010200001095 243273.MgenG_010200001687 165
243273.MgenG_010200001095 243273.MgenG_010200002284 474
243273.MgenG_010200001095 243273.MgenG_010200000175 678
243273.MgenG_010200001095 243273.MgenG_010200000605 520
243273.MgenG_010200001095 243273.MgenG_010200000780 185
243273.MgenG_010200001095 243273.MgenG_010200000145 160
243273.MgenG_010200001095 243273.MgenG_010200001582 162
243273.MgenG_010200001095 243273.MgenG_010200002761 579
243273.MgenG_010200001095 243273.MgenG_010200002981 813
243273.MgenG_010200001095 243273.MgenG_010200001622 665
243273.MgenG_010200001095 243273.MgenG_010200000450 175
243273.MgenG_010200001095 243273.MgenG_010200000935 165
243273.MgenG_010200001095 243273.MgenG_010200003136 609
243273.MgenG_010200001095 243273.MgenG_010200000110 532
243273.MgenG_010200001095 243273.MgenG_010200001397 225
243273.MgenG_010200001095 243273.MgenG_010200002726 169
243273.MgenG_010200001095 243273.MgenG_010200000295 180
243273.MgenG_010200001095 243273.MgenG_010200002254 701
243273.MgenG_010200001095 243273.MgenG_010200002169 507
243273.MgenG_010200001095 243273.MgenG_010200001392 961
243273.MgenG_010200001095 243273.MgenG_010200001180 205
243273.MgenG_010200001095 243273.MgenG_010200000250 198
243273.MgenG_010200001095 243273.MgenG_010200000230 228
243273.MgenG_010200001095 243273.MgenG_010200002399 160
243273.MgenG_010200001095 243273.MgenG_010200002229 504
243273.MgenG_010200001095 243273.MgenG_010200002164 515
243273.MgenG_010200001095 243273.MgenG_010200002189 199
243273.MgenG_010200001095 243273.MgenG_010200001307 945
243273.MgenG_010200001095 243273.MgenG_010200000130 178
243273.MgenG_010200001095 243273.MgenG_010200000995 324
243273.MgenG_010200001095 243273.MgenG_010200002294 388
243273.MgenG_010200001095 243273.MgenG_010200003245 321
243273.MgenG_010200001095 243273.MgenG_010200000715 744
243273.MgenG_010200001095 243273.MgenG_010200002816 156
243273.MgenG_010200001095 243273.MgenG_010200000400 623
243273.MgenG_010200001095 243273.MgenG_010200002604 182
243273.MgenG_010200001095 243273.MgenG_010200001777 504
243273.MgenG_010200001095 243273.MgenG_010200001672 194
243273.MgenG_010200001095 243273.MgenG_010200002504 386
243273.MgenG_010200001095 243273.MgenG_010200000815 602
243273.MgenG_010200001095 243273.MgenG_010200000730 203
243273.MgenG_010200001095 243273.MgenG_010200000790 244
243273.MgenG_010200001095 243273.MgenG_010200003141 155
243273.MgenG_010200001095 243273.MgenG_010200003096 539
243273.MgenG_010200001095 243273.MgenG_010200001110 722
243273.MgenG_010200001095 243273.MgenG_010200000770 221
243273.MgenG_010200001095 243273.MgenG_010200001005 549
243273.MgenG_010200001095 243273.MgenG_010200000025 690
243273.MgenG_010200001095 243273.MgenG_010200000085 765
243273.MgenG_010200001095 243273.MgenG_010200000600 325
243273.MgenG_010200001095 243273.MgenG_010200001727 246
243273.MgenG_010200001095 243273.MgenG_010200000335 340
243273.MgenG_010200001095 243273.MgenG_010200000650 879
243273.MgenG_010200001095 243273.MgenG_010200000955 578
243273.MgenG_010200001095 243273.MgenG_010200001602 677
243273.MgenG_010200001095 243273.MgenG_010200001437 153
243273.MgenG_010200001100 243273.MgenG_010200000700 457
243273.MgenG_010200001100 243273.MgenG_010200000650 286
243273.MgenG_010200001100 243273.MgenG_010200000335 219
243273.MgenG_010200001100 243273.MgenG_010200003096 536
243273.MgenG_010200001100 243273.MgenG_010200001005 573
243273.MgenG_010200001100 243273.MgenG_010200002279 463
243273.MgenG_010200001100 243273.MgenG_010200002264 642
243273.MgenG_010200001100 243273.MgenG_010200002846 697
243273.MgenG_010200001100 243273.MgenG_010200001105 859
243273.MgenG_010200001100 243273.MgenG_010200002911 771
243273.MgenG_010200001100 243273.MgenG_010200001948 402
243273.MgenG_010200001100 243273.MgenG_010200000810 795
243273.MgenG_010200001100 243273.MgenG_010200001422 223
243273.MgenG_010200001100 243273.MgenG_010200000200 299
243273.MgenG_010200001100 243273.MgenG_010200001372 400
243273.MgenG_010200001100 243273.MgenG_010200000125 260
243273.MgenG_010200001100 243273.MgenG_010200003166 310
243273.MgenG_010200001100 243273.MgenG_010200001587 494
243273.MgenG_010200001100 243273.MgenG_010200000685 298
243273.MgenG_010200001100 243273.MgenG_010200001772 213
243273.MgenG_010200001100 243273.MgenG_010200002074 512
243273.MgenG_010200001100 243273.MgenG_010200001000 422
243273.MgenG_010200001100 243273.MgenG_010200002179 579
243273.MgenG_010200001100 243273.MgenG_010200001050 307
243273.MgenG_010200001100 243273.MgenG_010200002544 267
243273.MgenG_010200001100 243273.MgenG_010200002149 178
243273.MgenG_010200001100 243273.MgenG_010200000625 179
243273.MgenG_010200001100 243273.MgenG_010200001803 587
243273.MgenG_010200001100 243273.MgenG_010200000345 683
243273.MgenG_010200001100 243273.MgenG_010200000525 382
243273.MgenG_010200001100 243273.MgenG_010200002013 261
243273.MgenG_010200001100 243273.MgenG_010200003200 238
243273.MgenG_010200001100 243273.MgenG_010200002084 274
243273.MgenG_010200001100 243273.MgenG_010200002154 225
243273.MgenG_010200001100 243273.MgenG_010200000745 511
243273.MgenG_010200001100 243273.MgenG_010200000835 263
243273.MgenG_010200001100 243273.MgenG_010200001808 813
243273.MgenG_010200001100 243273.MgenG_010200000035 152
243273.MgenG_010200001100 243273.MgenG_010200000660 439
243273.MgenG_010200001100 243273.MgenG_010200002484 508
243273.MgenG_010200001100 243273.MgenG_010200000160 730
243273.MgenG_010200001100 243273.MgenG_010200001707 602
243273.MgenG_010200001100 243273.MgenG_010200002679 402
243273.MgenG_010200001100 243273.MgenG_010200002314 220
243273.MgenG_010200001100 243273.MgenG_010200002721 420
243273.MgenG_010200001100 243273.MgenG_010200000310 201
243273.MgenG_010200001100 243273.MgenG_010200001617 360
243273.MgenG_010200001100 243273.MgenG_010200002174 426
243273.MgenG_010200001100 243273.MgenG_010200003285 750
243273.MgenG_010200001100 243273.MgenG_010200000095 183
243273.MgenG_010200001100 243273.MgenG_010200002274 329
243273.MgenG_010200001100 243273.MgenG_010200001140 631
243273.MgenG_010200001100 243273.MgenG_010200001342 429
243273.MgenG_010200001100 243273.MgenG_010200003333 161
243273.MgenG_010200001100 243273.MgenG_010200001200 252
243273.MgenG_010200001100 243273.MgenG_010200001863 588
243273.MgenG_010200001100 243273.MgenG_010200000575 618
243273.MgenG_010200001100 243273.MgenG_010200002841 589
243273.MgenG_010200001100 243273.MgenG_010200002219 154
243273.MgenG_010200001100 243273.MgenG_010200002971 192
243273.MgenG_010200001100 243273.MgenG_010200000300 165
243273.MgenG_010200001100 243273.MgenG_010200002239 651
243273.MgenG_010200001100 243273.MgenG_010200001432 386
243273.MgenG_010200001100 243273.MgenG_010200001512 390
243273.MgenG_010200001100 243273.MgenG_010200000205 349
243273.MgenG_010200001100 243273.MgenG_010200000330 175
243273.MgenG_010200001100 243273.MgenG_010200001667 402
243273.MgenG_010200001100 243273.MgenG_010200000555 161
243273.MgenG_010200001100 243273.MgenG_010200002776 589
243273.MgenG_010200001100 243273.MgenG_010200000725 201
243273.MgenG_010200001100 243273.MgenG_010200001973 575
243273.MgenG_010200001100 243273.MgenG_010200003161 171
243273.MgenG_010200001100 243273.MgenG_010200001968 175
243273.MgenG_010200001100 243273.MgenG_010200003043 484
243273.MgenG_010200001100 243273.MgenG_010200000455 606
243273.MgenG_010200001100 243273.MgenG_010200001853 296
243273.MgenG_010200001100 243273.MgenG_010200003058 181
243273.MgenG_010200001100 243273.MgenG_010200000865 579
243273.MgenG_010200001100 243273.MgenG_010200000085 690
243273.MgenG_010200001100 243273.MgenG_010200001095 938
243273.MgenG_010200001100 243273.MgenG_010200000030 690
243273.MgenG_010200001100 243273.MgenG_010200002736 497
243273.MgenG_010200001100 243273.MgenG_010200000025 571
243273.MgenG_010200001100 243273.MgenG_010200001110 709
243273.MgenG_010200001100 243273.MgenG_010200000770 167
243273.MgenG_010200001100 243273.MgenG_010200002399 278
243273.MgenG_010200001100 243273.MgenG_010200001250 405
243273.MgenG_010200001100 243273.MgenG_010200001958 526
243273.MgenG_010200001100 243273.MgenG_010200000880 482
243273.MgenG_010200001100 243273.MgenG_010200001582 536
243273.MgenG_010200001100 243273.MgenG_010200000175 260
243273.MgenG_010200001100 243273.MgenG_010200000390 205
243273.MgenG_010200001100 243273.MgenG_010200000665 866
243273.MgenG_010200001100 243273.MgenG_010200001412 165
243273.MgenG_010200001100 243273.MgenG_010200000550 958
243273.MgenG_010200001100 243273.MgenG_010200001010 179
243273.MgenG_010200001100 243273.MgenG_010200001452 443
243273.MgenG_010200001100 243273.MgenG_010200001597 375
243273.MgenG_010200001100 243273.MgenG_010200001687 237
243273.MgenG_010200001100 243273.MgenG_010200002664 302
243273.MgenG_010200001100 243273.MgenG_010200001903 268
243273.MgenG_010200001100 243273.MgenG_010200000780 767
243273.MgenG_010200001100 243273.MgenG_010200002529 383
243273.MgenG_010200001100 243273.MgenG_010200000605 340
243273.MgenG_010200001100 243273.MgenG_010200000015 697
243273.MgenG_010200001100 243273.MgenG_010200003181 846
243273.MgenG_010200001100 243273.MgenG_010200002469 386
243273.MgenG_010200001100 243273.MgenG_010200000145 477
243273.MgenG_010200001100 243273.MgenG_010200002761 344
243273.MgenG_010200001100 243273.MgenG_010200002599 240
243273.MgenG_010200001100 243273.MgenG_010200000110 589
243273.MgenG_010200001100 243273.MgenG_010200003136 705
243273.MgenG_010200001100 243273.MgenG_010200002284 412
243273.MgenG_010200001100 243273.MgenG_010200000450 721
243273.MgenG_010200001100 243273.MgenG_010200002726 175
243273.MgenG_010200001100 243273.MgenG_010200002644 615
243273.MgenG_010200001100 243273.MgenG_010200001397 184
243273.MgenG_010200001100 243273.MgenG_010200000165 408
243273.MgenG_010200001100 243273.MgenG_010200002916 175
243273.MgenG_010200001100 243273.MgenG_010200002254 530
243273.MgenG_010200001100 243273.MgenG_010200001392 575
243273.MgenG_010200001100 243273.MgenG_010200001622 652
243273.MgenG_010200001100 243273.MgenG_010200002169 515
243273.MgenG_010200001100 243273.MgenG_010200000230 209
243273.MgenG_010200001100 243273.MgenG_010200003305 173
243273.MgenG_010200001100 243273.MgenG_010200002981 733
243273.MgenG_010200001100 243273.MgenG_010200001180 721
243273.MgenG_010200001100 243273.MgenG_010200000295 622
243273.MgenG_010200001100 243273.MgenG_010200000815 591
243273.MgenG_010200001100 243273.MgenG_010200001402 215
243273.MgenG_010200001100 243273.MgenG_010200000995 458
243273.MgenG_010200001100 243273.MgenG_010200000130 307
243273.MgenG_010200001100 243273.MgenG_010200000715 476
243273.MgenG_010200001100 243273.MgenG_010200002836 169
243273.MgenG_010200001100 243273.MgenG_010200002294 253
243273.MgenG_010200001100 243273.MgenG_010200002816 404
243273.MgenG_010200001100 243273.MgenG_010200001928 593
243273.MgenG_010200001100 243273.MgenG_010200000400 641
243273.MgenG_010200001100 243273.MgenG_010200003205 261
243273.MgenG_010200001100 243273.MgenG_010200000730 201
243273.MgenG_010200001100 243273.MgenG_010200001672 178
243273.MgenG_010200001100 243273.MgenG_010200001777 541
243273.MgenG_010200001100 243273.MgenG_010200002049 693
243273.MgenG_010200001100 243273.MgenG_010200001893 523
243273.MgenG_010200001100 243273.MgenG_010200000790 603
243273.MgenG_010200001100 243273.MgenG_010200001963 634
243273.MgenG_010200001100 243273.MgenG_010200002619 220
243273.MgenG_010200001100 243273.MgenG_010200002654 481
243273.MgenG_010200001100 243273.MgenG_010200002204 517
243273.MgenG_010200001100 243273.MgenG_010200002639 585
243273.MgenG_010200001100 243273.MgenG_010200001602 171
243273.MgenG_010200001100 243273.MgenG_010200000290 465
243273.MgenG_010200001100 243273.MgenG_010200002891 294
243273.MgenG_010200001100 243273.MgenG_010200001437 175
243273.MgenG_010200001100 243273.MgenG_010200000600 554
243273.MgenG_010200001100 243273.MgenG_010200003275 508
243273.MgenG_010200001100 243273.MgenG_010200001135 384
243273.MgenG_010200001100 243273.MgenG_010200000955 593
243273.MgenG_010200001100 243273.MgenG_010200000785 311
243273.MgenG_010200001100 243273.MgenG_010200001798 209
243273.MgenG_010200001100 243273.MgenG_010200002229 246
243273.MgenG_010200001100 243273.MgenG_010200001307 864
243273.MgenG_010200001100 243273.MgenG_010200003141 163
243273.MgenG_010200001100 243273.MgenG_010200000440 594
243273.MgenG_010200001100 243273.MgenG_010200002164 505
243273.MgenG_010200001100 243273.MgenG_010200002189 262
243273.MgenG_010200001100 243273.MgenG_010200000280 312
243273.MgenG_010200001100 243273.MgenG_010200000905 328
243273.MgenG_010200001100 243273.MgenG_010200000895 606
243273.MgenG_010200001100 243273.MgenG_010200000285 583
243273.MgenG_010200001100 243273.MgenG_010200000220 250
243273.MgenG_010200001100 243273.MgenG_010200000545 295
243273.MgenG_010200001100 243273.MgenG_010200001322 176
243273.MgenG_010200001100 243273.MgenG_010200001722 150
243273.MgenG_010200001100 243273.MgenG_010200000690 164
243273.MgenG_010200001100 243273.MgenG_010200002786 694
243273.MgenG_010200001100 243273.MgenG_010200002234 570
243273.MgenG_010200001100 243273.MgenG_010200001572 192
243273.MgenG_010200001100 243273.MgenG_010200001427 428
243273.MgenG_010200001100 243273.MgenG_010200001210 826
243273.MgenG_010200001100 243273.MgenG_010200002289 544
243273.MgenG_010200001100 243273.MgenG_010200001145 306
243273.MgenG_010200001100 243273.MgenG_010200002269 390
243273.MgenG_010200001100 243273.MgenG_010200000040 318
243273.MgenG_010200001100 243273.MgenG_010200002023 176
243273.MgenG_010200001100 243273.MgenG_010200000620 185
243273.MgenG_010200001100 243273.MgenG_010200000445 248
243273.MgenG_010200001100 243273.MgenG_010200002941 368
243273.MgenG_010200001100 243273.MgenG_010200000395 252
243273.MgenG_010200001100 243273.MgenG_010200000195 299
243273.MgenG_010200001100 243273.MgenG_010200000225 629
243273.MgenG_010200001100 243273.MgenG_010200001185 866
243273.MgenG_010200001100 243273.MgenG_010200003171 310
243273.MgenG_010200001100 243273.MgenG_010200001317 176
243273.MgenG_010200001100 243273.MgenG_010200001492 422
243273.MgenG_010200001100 243273.MgenG_010200002766 310
243273.MgenG_010200001100 243273.MgenG_010200003378 161
243273.MgenG_010200001100 243273.MgenG_010200000020 564
243273.MgenG_010200001100 243273.MgenG_010200003176 424
243273.MgenG_010200001100 243273.MgenG_010200000775 575
243273.MgenG_010200001100 243273.MgenG_010200000135 266
243273.MgenG_010200001100 243273.MgenG_010200000795 268
243273.MgenG_010200001100 243273.MgenG_010200000670 437
243273.MgenG_010200001100 243273.MgenG_010200002008 520
243273.MgenG_010200001100 243273.MgenG_010200003101 236
243273.MgenG_010200001100 243273.MgenG_010200003146 619
243273.MgenG_010200001100 243273.MgenG_010200001782 528
243273.MgenG_010200001100 243273.MgenG_010200001742 784
243273.MgenG_010200001100 243273.MgenG_010200000990 290
243273.MgenG_010200001100 243273.MgenG_010200002609 716
243273.MgenG_010200001100 243273.MgenG_010200001677 181
243273.MgenG_010200001100 243273.MgenG_010200002514 599
243273.MgenG_010200001100 243273.MgenG_010200001607 263
243273.MgenG_010200001100 243273.MgenG_010200001702 507
243273.MgenG_010200001100 243273.MgenG_010200000080 340
243273.MgenG_010200001100 243273.MgenG_010200002319 283
243273.MgenG_010200001100 243273.MgenG_010200002851 769
243273.MgenG_010200001100 243273.MgenG_010200000825 517
243273.MgenG_010200001100 243273.MgenG_010200002214 460
243273.MgenG_010200001100 243273.MgenG_010200000185 696
243273.MgenG_010200001100 243273.MgenG_010200002159 432
243273.MgenG_010200001100 243273.MgenG_010200000340 383
243273.MgenG_010200001100 243273.MgenG_010200000655 597
243273.MgenG_010200001100 243273.MgenG_010200000595 416
243273.MgenG_010200001100 243273.MgenG_010200003063 203
243273.MgenG_010200001100 243273.MgenG_010200001090 755
243273.MgenG_010200001100 243273.MgenG_010200002886 608
243273.MgenG_010200001100 243273.MgenG_010200000540 865
243273.MgenG_010200001100 243273.MgenG_010200002259 438
243273.MgenG_010200001100 243273.MgenG_010200000090 227
243273.MgenG_010200001100 243273.MgenG_010200000485 164
243273.MgenG_010200001100 243273.MgenG_010200000305 660
243273.MgenG_010200001100 243273.MgenG_010200002901 176
243273.MgenG_010200001100 243273.MgenG_010200002199 198
243273.MgenG_010200001100 243273.MgenG_010200002454 771
243273.MgenG_010200001100 243273.MgenG_010200001085 916
243273.MgenG_010200001105 243273.MgenG_010200001090 555
243273.MgenG_010200001105 243273.MgenG_010200001095 859
243273.MgenG_010200001105 243273.MgenG_010200001085 555
243273.MgenG_010200001105 243273.MgenG_010200001100 859
243273.MgenG_010200001110 243273.MgenG_010200003141 176
243273.MgenG_010200001110 243273.MgenG_010200001432 480
243273.MgenG_010200001110 243273.MgenG_010200002219 995
243273.MgenG_010200001110 243273.MgenG_010200001307 937
243273.MgenG_010200001110 243273.MgenG_010200000440 347
243273.MgenG_010200001110 243273.MgenG_010200002189 962
243273.MgenG_010200001110 243273.MgenG_010200002164 973
243273.MgenG_010200001110 243273.MgenG_010200001100 709
243273.MgenG_010200001110 243273.MgenG_010200002971 156
243273.MgenG_010200001110 243273.MgenG_010200001627 175
243273.MgenG_010200001110 243273.MgenG_010200002229 999
243273.MgenG_010200001110 243273.MgenG_010200001798 368
243273.MgenG_010200001110 243273.MgenG_010200000280 285
243273.MgenG_010200001110 243273.MgenG_010200001160 899
243273.MgenG_010200001110 243273.MgenG_010200001803 579
243273.MgenG_010200001110 243273.MgenG_010200000095 864
243273.MgenG_010200001110 243273.MgenG_010200002174 976
243273.MgenG_010200001110 243273.MgenG_010200002013 951
243273.MgenG_010200001110 243273.MgenG_010200000975 169
243273.MgenG_010200001110 243273.MgenG_010200000200 465
243273.MgenG_010200001110 243273.MgenG_010200001963 153
243273.MgenG_010200001110 243273.MgenG_010200001898 619
243273.MgenG_010200001110 243273.MgenG_010200000285 721
243273.MgenG_010200001110 243273.MgenG_010200001312 750
243273.MgenG_010200001110 243273.MgenG_010200002654 294
243273.MgenG_010200001110 243273.MgenG_010200000810 171
243273.MgenG_010200001110 243273.MgenG_010200001130 189
243273.MgenG_010200001110 243273.MgenG_010200000700 542
243273.MgenG_010200001110 243273.MgenG_010200000760 646
243273.MgenG_010200001110 243273.MgenG_010200002846 178
243273.MgenG_010200001110 243273.MgenG_010200001567 461
243273.MgenG_010200001110 243273.MgenG_010200001948 843
243273.MgenG_010200001110 243273.MgenG_010200002264 715
243273.MgenG_010200001110 243273.MgenG_010200002544 987
243273.MgenG_010200001110 243273.MgenG_010200002179 966
243273.MgenG_010200001110 243273.MgenG_010200000745 217
243273.MgenG_010200001110 243273.MgenG_010200001808 723
243273.MgenG_010200001110 243273.MgenG_010200001050 195
243273.MgenG_010200001110 243273.MgenG_010200002074 213
243273.MgenG_010200001110 243273.MgenG_010200001175 232
243273.MgenG_010200001110 243273.MgenG_010200002084 274
243273.MgenG_010200001110 243273.MgenG_010200000685 498
243273.MgenG_010200001110 243273.MgenG_010200001772 959
243273.MgenG_010200001110 243273.MgenG_010200001000 552
243273.MgenG_010200001110 243273.MgenG_010200001587 944
243273.MgenG_010200001110 243273.MgenG_010200003368 172
243273.MgenG_010200001110 243273.MgenG_010200003166 678
